Spot,date,time,range,height,swell_dir,swell_angle,period,wind_kmh,wind_dir,wind,wind_angle,temp,Conditions
Nazare,28/03,6am,8-12ft,5ft,NW,313,12s,17,ESE,Offshore,108,7°c,Epic
Nazare,28/03,12pm,6-10ft,4.5ft,NW,313,11s,20,E,Offshore,87,16°c,Epic
Nazare,28/03,6pm,6-9ft,4ft,NW,312,11s,14,N,Onshore,351,13°c,Epic
Nazare,29/03,6am,6-10ft,3.5ft,WNW,284,13s,4,ESE,Offshore,110,11°c,Epic
Nazare,29/03,12pm,7-10ft,4ft,WNW,285,12s,11,SE,Offshore,141,15°c,Epic
Nazare,29/03,6pm,7-11ft,4ft,WNW,289,12s,8,WNW,Onshore,293,14°c,Epic
Nazare,30/03,6am,5-8ft,3ft,WNW,285,12s,2,ENE,Offshore,62,9°c,Epic
Nazare,30/03,12pm,6-9ft,4.5ft,NNW,338,11s,10,SSE,Offshore,153,13°c,Epic
Nazare,30/03,6pm,5-7ft,3ft,NNW,334,12s,21,ENE,Offshore,76,9°c,Epic
Nazare,31/03,6am,4-6ft,4ft,N,349,9s,16,NNE,Cross-shore,29,6°c,Epic
Nazare,31/03,12pm,5-8ft,4.5ft,NNW,342,9s,4,NE,Cross/Offshore,40,6°c,Epic
Nazare,31/03,6pm,5-7ft,4ft,NNW,341,8s,10,W,Onshore,279,9°c,Epic
Nazare,01/04,6am,4-6ft,2.5ft,NNW,330,8s,23,SE,Offshore,126,6°c,Mediocre
Nazare,01/04,12pm,3-4ft,2ft,NNW,333,8s,23,ESE,Offshore,122,11°c,Mediocre
Nazare,01/04,6pm,3-4ft,2.5ft,WSW,239,6s,21,SE,Offshore,132,10°c,Mediocre
Nazare,02/04,6am,4-6ft,3.5ft,NNW,335,6s,3,NNE,Cross-shore,24,6°c,Mediocre
Nazare,02/04,12pm,4-6ft,3.5ft,NNW,330,8s,8,NNW,Onshore,332,15°c,Mediocre
Nazare,02/04,6pm,5-7ft,4ft,NNW,330,8s,11,NW,Onshore,317,14°c,Mediocre
Nazare,03/04,6am,4-7ft,4ft,NNW,336,8s,3,ESE,Offshore,122,8°c,Mediocre
Nazare,03/04,12pm,4-6ft,3.5ft,NNW,339,8s,11,SE,Offshore,134,17°c,Mediocre
Nazare,03/04,6pm,3-5ft,3ft,NNW,339,8s,8,WNW,Onshore,283,16°c,Mediocre
Nazare,04/04,6am,3-4ft,1.2ft,NW,323,16s,15,ESE,Offshore,120,10°c,Mediocre
Nazare,04/04,12pm,4-6ft,2ft,NNW,326,15s,24,SSE,Offshore,147,16°c,Mediocre
Nazare,04/04,6pm,5-8ft,4ft,WSW,244,11s,30,SSE,Offshore,151,15°c,Mediocre
Nazare,05/04,6am,6-9ft,5.5ft,WSW,239,10s,33,SSE,Offshore,148,12°c,Mediocre
Nazare,05/04,12pm,5-8ft,5ft,WSW,241,9s,24,S,Offshore,171,18°c,Mediocre
Nazare,05/04,6pm,7-11ft,6ft,WSW,253,10s,18,WSW,Onshore,243,15°c,Mediocre
Nazare,06/04,6am,8-13ft,6.5ft,W,264,11s,5,SSE,Offshore,150,11°c,Mediocre
Nazare,06/04,12pm,8-12ft,6ft,W,267,11s,18,SE,Offshore,145,17°c,Mediocre
Nazare,06/04,6pm,7-11ft,5.5ft,W,260,10s,20,SSE,Offshore,167,16°c,Mediocre
Nazare,07/04,6am,9-14ft,6ft,NW,305,12s,12,SE,Offshore,145,15°c,Mediocre
Nazare,07/04,12pm,9-14ft,6ft,NW,309,12s,13,S,Cross/Offshore,191,19°c,Mediocre
Nazare,07/04,6pm,8-13ft,5.5ft,NW,313,12s,11,W,Onshore,268,18°c,Mediocre
Nazare,08/04,6am,7-11ft,5ft,NW,319,11s,6,SE,Offshore,125,12°c,Mediocre
Nazare,08/04,12pm,7-11ft,4.5ft,NW,321,12s,14,SSE,Offshore,151,16°c,Mediocre
Nazare,08/04,6pm,6-10ft,4ft,NW,323,12s,7,SSE,Offshore,159,16°c,Mediocre
Nazare,09/04,6am,5-8ft,3ft,NW,326,12s,11,SE,Offshore,136,13°c,Mediocre
Nazare,09/04,12pm,4-7ft,2.5ft,NNW,327,12s,13,SE,Offshore,142,15°c,Mediocre
Nazare,09/04,6pm,5-7ft,3.5ft,W,262,10s,7,S,Cross/Offshore,181,15°c,Mediocre
Nazare,10/04,6am,5-8ft,3.5ft,W,264,10s,4,WNW,Onshore,297,13°c,Mediocre
Nazare,10/04,12pm,5-8ft,3.5ft,W,264,10s,7,W,Onshore,280,18°c,Mediocre
Nazare,10/04,6pm,4-7ft,3ft,W,266,9s,13,NNW,Onshore,329,16°c,Mediocre
Nazare,11/04,6am,5-8ft,3.5ft,W,271,10s,5,N,Onshore,358,11°c,Mediocre
Nazare,11/04,12pm,5-8ft,3.5ft,W,275,10s,9,NNW,Onshore,338,17°c,Mediocre
Nazare,11/04,6pm,5-8ft,3.5ft,WNW,283,10s,16,NNW,Onshore,336,15°c,Mediocre
Nazare,12/04,6am,4-6ft,3ft,NW,313,8s,8,N,Cross/Onshore,8,10°c,Mediocre
Nazare,12/04,12pm,5-8ft,4ft,NW,307,8s,4,NW,Onshore,319,18°c,Mediocre
Nazare,12/04,6pm,5-8ft,4ft,NW,311,8s,14,NNW,Onshore,340,15°c,Mediocre
Nazare,13/04,6am,6-9ft,5ft,NW,316,8s,11,NNW,Onshore,327,10°c,Mediocre
Nazare,13/04,12pm,6-9ft,3ft,WNW,298,15s,11,NNW,Onshore,345,11°c,Mediocre
Nazare,13/04,6pm,7-11ft,4ft,WNW,293,13s,7,NW,Onshore,321,12°c,Mediocre
Nazare,14/04,6am,10-16ft,8.5ft,NW,311,12s,10,ESE,Offshore,117,9°c,Mediocre
Nazare,14/04,12pm,9-14ft,6.5ft,NW,313,11s,24,SE,Offshore,124,17°c,Mediocre
Nazare,14/04,6pm,7-10ft,5ft,NW,326,11s,18,SE,Offshore,130,17°c,Mediocre
Nazare,15/04,6am,5-8ft,3ft,W,281,13s,22,ESE,Offshore,123,10°c,Mediocre
Nazare,15/04,12pm,5-8ft,3ft,W,281,13s,21,S,Offshore,172,16°c,Mediocre
Nazare,15/04,6pm,5-8ft,3ft,WNW,282,12s,22,SSW,Cross-shore,207,16°c,Mediocre
Nazare,16/04,6am,5-8ft,3ft,WNW,281,12s,29,SSE,Offshore,160,12°c,Mediocre
Nazare,16/04,12pm,8-12ft,4.5ft,WNW,282,15s,23,SSE,Offshore,169,16°c,Mediocre
Nazare,16/04,6pm,9-14ft,5ft,WNW,283,14s,29,SSW,Cross/Offshore,199,16°c,Mediocre
Nazare,17/04,6am,8-12ft,5ft,WNW,286,13s,28,SSE,Offshore,149,12°c,Mediocre
Nazare,17/04,12pm,7-11ft,4.5ft,WNW,288,12s,17,SW,Cross/Onshore,224,17°c,Mediocre
Nazare,17/04,6pm,6-9ft,3.5ft,WNW,290,12s,13,WSW,Onshore,245,16°c,Mediocre
Nazare,18/04,6am,5-7ft,3ft,WNW,290,11s,4,ESE,Offshore,118,9°c,Mediocre
Nazare,18/04,12pm,4-7ft,2.5ft,WNW,288,10s,2,WNW,Onshore,288,18°c,Mediocre
Nazare,18/04,6pm,5-8ft,3.5ft,W,273,10s,11,NW,Onshore,319,16°c,Mediocre
Nazare,19/04,6am,4-6ft,3ft,W,277,9s,20,NNW,Onshore,346,11°c,Mediocre
Nazare,19/04,12pm,4-6ft,2.5ft,W,280,9s,16,NNW,Onshore,326,16°c,Mediocre
Nazare,19/04,6pm,5-7ft,3.5ft,WNW,293,9s,17,NW,Onshore,316,15°c,Mediocre
Nazare,20/04,6am,6-10ft,4ft,WNW,288,12s,6,SSW,Cross/Onshore,211,11°c,Mediocre
Nazare,20/04,12pm,6-10ft,4ft,W,277,12s,23,SSE,Offshore,167,13°c,Mediocre
Nazare,20/04,6pm,7-10ft,4.5ft,W,272,11s,14,SW,Cross/Onshore,229,14°c,Mediocre
Nazare,21/04,6am,14-22ft,11.5ft,W,274,13s,6,ENE,Offshore,65,7°c,Mediocre
Nazare,21/04,12pm,16-24ft,13ft,W,279,13s,12,NW,Onshore,325,15°c,Mediocre
Nazare,21/04,6pm,14-22ft,11.5ft,WNW,284,13s,18,NNW,Onshore,333,15°c,Mediocre
Nazare,22/04,6am,10-16ft,8ft,WNW,299,12s,21,NNW,Onshore,345,13°c,Mediocre
Nazare,22/04,12pm,9-14ft,6.5ft,NW,318,12s,20,NNW,Onshore,345,16°c,Mediocre
Nazare,22/04,6pm,7-11ft,5ft,NW,323,11s,21,NNW,Onshore,340,15°c,Mediocre
Nazare,23/04,6am,9-14ft,4.5ft,W,274,17s,14,N,Cross/Onshore,3,11°c,Mediocre
Nazare,23/04,12pm,10-16ft,6ft,W,276,16s,5,NW,Onshore,311,19°c,Mediocre
Nazare,23/04,6pm,10-16ft,6ft,W,278,15s,11,NNW,Onshore,344,16°c,Mediocre
Nazare,24/04,6am,8-13ft,5ft,W,281,13s,13,N,Cross/Onshore,11,10°c,Mediocre
Nazare,24/04,12pm,8-12ft,5ft,WNW,282,13s,10,NNW,Onshore,345,18°c,Mediocre
Nazare,24/04,6pm,7-11ft,4.5ft,WNW,283,12s,16,NNW,Onshore,348,15°c,Mediocre
Nazare,25/04,6am,6-9ft,3.5ft,WNW,285,11s,15,NNW,Onshore,345,12°c,Mediocre
Nazare,25/04,12pm,6-9ft,3ft,W,279,14s,13,NW,Onshore,322,14°c,Mediocre
Nazare,25/04,6pm,7-12ft,4.5ft,WNW,282,13s,16,NW,Onshore,322,14°c,Mediocre
Nazare,26/04,6am,7-11ft,4ft,WNW,282,12s,7,SW,Onshore,236,11°c,Mediocre
Nazare,26/04,12pm,7-11ft,4ft,WNW,287,12s,9,W,Onshore,265,16°c,Mediocre
Nazare,26/04,6pm,7-10ft,4ft,WNW,286,12s,11,W,Onshore,269,15°c,Mediocre
Nazare,27/04,6am,5-8ft,3ft,WNW,288,11s,5,SE,Offshore,140,9°c,Mediocre
Nazare,27/04,12pm,5-8ft,3ft,WNW,285,11s,7,WSW,Onshore,242,17°c,Mediocre
Nazare,27/04,6pm,6-10ft,4ft,WNW,288,11s,12,WNW,Onshore,292,15°c,Mediocre
Nazare,28/04,6am,6-10ft,4.5ft,WNW,291,10s,3,WNW,Onshore,303,9°c,Mediocre
Nazare,28/04,12pm,6-9ft,4ft,WNW,292,10s,10,W,Onshore,274,15°c,Mediocre
Nazare,28/04,6pm,6-9ft,4ft,WNW,294,9s,13,W,Onshore,279,15°c,Mediocre
Nazare,29/04,6am,5-8ft,4ft,WNW,291,7s,10,SSE,Offshore,159,9°c,Mediocre
Nazare,29/04,12pm,6-9ft,5ft,W,279,7s,23,WSW,Onshore,242,16°c,Mediocre
Nazare,29/04,6pm,6-9ft,5ft,WNW,282,7s,17,WSW,Onshore,256,15°c,Mediocre
Nazare,30/04,6am,10-16ft,8ft,WNW,294,11s,13,WSW,Onshore,246,12°c,Mediocre
Nazare,30/04,12pm,12-18ft,9ft,WNW,298,12s,13,W,Onshore,259,17°c,Mediocre
Nazare,30/04,6pm,12-20ft,9.5ft,WNW,298,12s,15,WSW,Onshore,245,17°c,Mediocre
Nazare,01/05,6am,12-20ft,9ft,WNW,298,13s,15,S,Cross/Offshore,189,15°c,Not recommended
Nazare,01/05,12pm,10-16ft,8ft,WNW,298,12s,11,WSW,Onshore,245,19°c,Not recommended
Nazare,01/05,6pm,9-15ft,7ft,WNW,296,11s,9,W,Onshore,269,19°c,Not recommended
Nazare,02/05,6am,8-12ft,5.5ft,WNW,295,10s,3,SE,Offshore,136,14°c,Not recommended
Nazare,02/05,12pm,7-11ft,5.5ft,WNW,294,10s,5,SSW,Cross-shore,206,22°c,Not recommended
Nazare,02/05,6pm,7-11ft,5ft,WNW,291,10s,8,NW,Onshore,305,19°c,Not recommended
Nazare,03/05,6am,8-12ft,5.5ft,WNW,286,10s,8,ESE,Offshore,111,14°c,Not recommended
Nazare,03/05,12pm,8-13ft,6ft,W,281,11s,23,SE,Offshore,136,25°c,Not recommended
Nazare,03/05,6pm,8-12ft,5.5ft,W,277,11s,11,W,Onshore,262,27°c,Not recommended
Nazare,04/05,6am,7-12ft,5ft,W,272,12s,10,SE,Offshore,136,14°c,Not recommended
Nazare,04/05,12pm,7-11ft,5ft,W,271,11s,24,SW,Cross/Onshore,215,20°c,Not recommended
Nazare,04/05,6pm,8-12ft,6.5ft,W,259,10s,22,SW,Cross/Onshore,230,18°c,Not recommended
Nazare,05/05,6am,7-11ft,6ft,W,265,9s,9,SE,Offshore,129,11°c,Not recommended
Nazare,05/05,12pm,6-10ft,5ft,W,260,9s,14,SSW,Cross-shore,202,20°c,Not recommended
Nazare,05/05,6pm,6-10ft,5.5ft,WSW,257,9s,13,WSW,Onshore,245,19°c,Not recommended
Nazare,06/05,6am,7-11ft,5.5ft,W,264,10s,3,SE,Offshore,137,12°c,Not recommended
Nazare,06/05,12pm,7-11ft,5.5ft,W,264,10s,3,WSW,Onshore,241,21°c,Not recommended
Nazare,06/05,6pm,6-10ft,5ft,W,266,9s,11,NNW,Onshore,331,18°c,Not recommended
Nazare,07/05,6am,6-9ft,4.5ft,W,274,9s,20,NNE,Cross/Onshore,13,13°c,Not recommended
Nazare,07/05,12pm,5-8ft,3.5ft,W,269,8s,9,NNW,Onshore,347,21°c,Not recommended
Nazare,07/05,6pm,4-7ft,3ft,W,268,8s,13,NNW,Onshore,340,18°c,Not recommended
Nazare,08/05,6am,4-6ft,2.5ft,W,272,8s,8,NNW,Onshore,336,14°c,Not recommended
Nazare,08/05,12pm,4-6ft,2ft,WNW,283,11s,4,WNW,Onshore,284,19°c,Not recommended
Nazare,08/05,6pm,4-6ft,2ft,WNW,283,11s,10,WNW,Onshore,290,17°c,Not recommended
Nazare,09/05,6am,3-5ft,1.9ft,WNW,284,10s,8,SE,Offshore,130,11°c,Not recommended
Nazare,09/05,12pm,3-5ft,1.7ft,WNW,286,10s,24,SSW,Cross/Onshore,211,15°c,Not recommended
Nazare,09/05,6pm,6-9ft,4.5ft,W,269,8s,17,W,Onshore,260,15°c,Not recommended
Nazare,10/05,6am,6-10ft,5.5ft,W,273,8s,4,SW,Cross/Onshore,219,11°c,Not recommended
Nazare,10/05,12pm,7-10ft,4.5ft,W,277,11s,13,W,Onshore,261,18°c,Not recommended
Nazare,10/05,6pm,10-16ft,7.5ft,W,276,11s,20,WSW,Onshore,251,16°c,Not recommended
Nazare,11/05,6am,9-13ft,7ft,W,270,10s,23,S,Offshore,173,13°c,Not recommended
Nazare,11/05,12pm,10-16ft,9.5ft,W,265,11s,20,WSW,Onshore,242,17°c,Not recommended
Nazare,11/05,6pm,14-20ft,11ft,W,269,13s,17,WSW,Onshore,243,17°c,Not recommended
Nazare,12/05,6am,10-16ft,7.5ft,W,275,11s,7,SE,Offshore,132,11°c,Not recommended
Nazare,12/05,12pm,9-14ft,6.5ft,W,276,11s,5,SSW,Cross-shore,206,18°c,Not recommended
Nazare,12/05,6pm,8-13ft,6ft,W,276,11s,11,W,Onshore,275,17°c,Not recommended
Nazare,13/05,6am,7-12ft,5ft,W,277,11s,12,SE,Offshore,128,11°c,Not recommended
Nazare,13/05,12pm,7-10ft,4.5ft,W,277,10s,23,SSE,Offshore,149,15°c,Not recommended
Nazare,13/05,6pm,6-10ft,4.5ft,W,276,10s,11,SSE,Offshore,149,14°c,Not recommended
Nazare,14/05,6am,9-14ft,7ft,W,272,11s,18,ESE,Offshore,116,9°c,Not recommended
Nazare,14/05,12pm,9-14ft,6.5ft,W,277,11s,12,E,Offshore,83,17°c,Not recommended
Nazare,14/05,6pm,8-13ft,6ft,W,278,11s,18,N,Cross/Onshore,10,15°c,Not recommended
Nazare,15/05,6am,8-12ft,5ft,W,279,12s,6,ESE,Offshore,103,10°c,Not recommended
Nazare,15/05,12pm,7-11ft,4.5ft,W,279,12s,7,ENE,Offshore,75,20°c,Not recommended
Nazare,15/05,6pm,6-10ft,4ft,WNW,282,11s,15,NNW,Onshore,344,18°c,Not recommended
Nazare,16/05,6am,6-9ft,5.5ft,NNW,336,9s,4,ESE,Offshore,113,11°c,Not recommended
Nazare,16/05,12pm,5-8ft,4.5ft,NNW,337,8s,8,E,Offshore,91,21°c,Not recommended
Nazare,16/05,6pm,4-7ft,4ft,NNW,338,8s,16,NNW,Onshore,340,19°c,Not recommended
Nazare,17/05,6am,4-6ft,2ft,WNW,285,11s,2,N,Cross/Onshore,4,11°c,Not recommended
Nazare,17/05,12pm,4-6ft,2ft,WNW,285,10s,6,ENE,Offshore,64,24°c,Not recommended
Nazare,17/05,6pm,4-6ft,2ft,WNW,284,10s,14,NNW,Onshore,329,21°c,Not recommended
Nazare,18/05,6am,3-5ft,2ft,WNW,284,10s,7,NNE,Cross-shore,21,12°c,Not recommended
Nazare,18/05,12pm,4-6ft,2ft,WNW,285,9s,9,NNW,Onshore,340,23°c,Not recommended
Nazare,18/05,6pm,4-7ft,2.5ft,WNW,287,10s,15,NNW,Onshore,344,20°c,Not recommended
Nazare,19/05,6am,5-7ft,3ft,WNW,288,10s,10,NNE,Cross/Onshore,18,12°c,Not recommended
Nazare,19/05,12pm,5-8ft,3ft,WNW,288,10s,8,NNW,Onshore,326,22°c,Not recommended
Nazare,19/05,6pm,5-9ft,3.5ft,WNW,288,10s,10,NNW,Onshore,330,19°c,Not recommended
Nazare,20/05,6am,7-11ft,4.5ft,WNW,288,11s,11,N,Cross/Onshore,2,12°c,Not recommended
Nazare,20/05,12pm,7-11ft,4.5ft,WNW,291,11s,14,NNW,Onshore,335,20°c,Not recommended
Nazare,20/05,6pm,7-10ft,4.5ft,WNW,286,11s,17,NNW,Onshore,343,18°c,Not recommended
Nazare,21/05,6am,7-10ft,4.5ft,WNW,285,11s,5,NNE,Cross/Onshore,14,12°c,Not recommended
Nazare,21/05,12pm,6-10ft,4.5ft,WNW,285,11s,7,NW,Onshore,305,21°c,Not recommended
Nazare,21/05,6pm,6-10ft,4ft,WNW,284,11s,10,NNW,Onshore,330,20°c,Not recommended
Nazare,22/05,6am,5-9ft,3.5ft,WNW,283,11s,11,N,Cross/Onshore,11,13°c,Not recommended
Nazare,22/05,12pm,6-9ft,4ft,WNW,288,10s,12,NNW,Onshore,337,22°c,Not recommended
Nazare,22/05,6pm,8-12ft,4ft,WNW,291,16s,16,NNW,Onshore,345,20°c,Not recommended
Nazare,23/05,6am,12-18ft,8ft,WNW,293,13s,28,N,Cross/Onshore,3,14°c,Not recommended
Nazare,23/05,12pm,10-16ft,7.5ft,WNW,296,12s,20,N,Onshore,351,21°c,Not recommended
Nazare,23/05,6pm,10-14ft,6.5ft,WNW,299,12s,22,N,Onshore,350,20°c,Not recommended
Nazare,24/05,6am,10-16ft,7.5ft,NW,317,11s,11,N,Onshore,350,14°c,Not recommended
Nazare,24/05,12pm,9-14ft,6.5ft,NW,317,11s,8,NNW,Onshore,334,24°c,Not recommended
Nazare,24/05,6pm,8-12ft,6ft,NW,317,10s,13,NNW,Onshore,340,21°c,Not recommended
Nazare,25/05,6am,7-11ft,5.5ft,NW,318,10s,10,N,Onshore,358,14°c,Not recommended
Nazare,25/05,12pm,7-11ft,6ft,NW,320,9s,12,NNW,Onshore,332,23°c,Not recommended
Nazare,25/05,6pm,7-11ft,6ft,NW,324,9s,15,NNW,Onshore,343,21°c,Not recommended
Nazare,26/05,6am,7-11ft,4ft,WNW,294,12s,5,SE,Offshore,131,18°c,Not recommended
Nazare,26/05,12pm,7-10ft,4ft,WNW,293,12s,10,ESE,Offshore,106,29°c,Not recommended
Nazare,26/05,6pm,6-9ft,3.5ft,WNW,293,12s,16,NNW,Onshore,343,26°c,Not recommended
Nazare,27/05,6am,9-14ft,5.5ft,WNW,294,14s,26,ESE,Offshore,111,21°c,Not recommended
Nazare,27/05,12pm,8-13ft,5ft,WNW,294,13s,11,ESE,Offshore,114,29°c,Not recommended
Nazare,27/05,6pm,7-11ft,4.5ft,WNW,295,12s,11,NNW,Onshore,328,26°c,Not recommended
Nazare,28/05,6am,6-9ft,3.5ft,WNW,298,11s,30,ESE,Offshore,111,21°c,Not recommended
Nazare,28/05,12pm,5-8ft,3ft,WNW,300,11s,11,ESE,Offshore,120,28°c,Not recommended
Nazare,28/05,6pm,5-8ft,3ft,NW,306,11s,14,NW,Onshore,315,25°c,Not recommended
Nazare,29/05,6am,4-7ft,2.5ft,NW,306,10s,2,ENE,Offshore,62,19°c,Not recommended
Nazare,29/05,12pm,4-7ft,2.5ft,NW,307,10s,5,SSW,Cross/Onshore,212,31°c,Not recommended
Nazare,29/05,6pm,4-6ft,2.5ft,NW,308,10s,13,NNW,Onshore,342,24°c,Not recommended
Nazare,30/05,6am,3-5ft,3ft,NW,324,6s,5,NNW,Onshore,336,16°c,Not recommended
Nazare,30/05,12pm,3-5ft,2ft,NW,305,9s,7,NW,Onshore,310,26°c,Not recommended
Nazare,30/05,6pm,4-6ft,2.5ft,NW,304,9s,12,NNW,Onshore,337,21°c,Not recommended
Nazare,31/05,6am,5-7ft,3.5ft,NW,313,8s,5,NNE,Cross/Onshore,15,16°c,Not recommended
Nazare,31/05,12pm,6-9ft,4ft,NW,306,10s,6,NW,Onshore,317,24°c,Not recommended
Nazare,31/05,6pm,6-9ft,4ft,NW,305,10s,12,N,Onshore,359,18°c,Not recommended
Nazare,01/06,6am,5-9ft,4ft,NW,308,9s,5,N,Onshore,355,15°c,Not recommended
Nazare,01/06,12pm,5-8ft,3.5ft,NW,308,9s,12,SSE,Offshore,151,21°c,Not recommended
Nazare,01/06,6pm,5-7ft,3ft,WNW,302,9s,10,NNW,Onshore,327,20°c,Not recommended
Nazare,02/06,6am,4-6ft,3ft,NW,305,8s,3,SSE,Offshore,152,16°c,Not recommended
Nazare,02/06,12pm,4-6ft,2.5ft,NW,306,9s,8,WSW,Onshore,249,19°c,Not recommended
Nazare,02/06,6pm,4-6ft,2.5ft,NW,307,9s,9,WNW,Onshore,285,20°c,Not recommended
Nazare,03/06,6am,4-6ft,2.5ft,NW,312,8s,2,E,Offshore,85,14°c,Not recommended
Nazare,03/06,12pm,3-5ft,2.5ft,NW,314,8s,6,WNW,Onshore,294,23°c,Not recommended
Nazare,03/06,6pm,3-5ft,2ft,NW,320,8s,13,WNW,Onshore,296,20°c,Not recommended
Nazare,04/06,6am,2-4ft,1.6ft,NW,325,9s,1,N,Cross/Onshore,2,14°c,Not recommended
Nazare,04/06,12pm,2-3ft,1.3ft,NNW,327,8s,12,NW,Onshore,321,21°c,Not recommended
Nazare,04/06,6pm,3-4ft,2.5ft,NNW,341,5s,18,NNW,Onshore,335,19°c,Not recommended
Nazare,05/06,6am,4-7ft,4ft,NNW,340,7s,15,NNW,Onshore,339,16°c,Not recommended
Nazare,05/06,12pm,4-6ft,4ft,NNW,340,7s,10,NW,Onshore,320,20°c,Not recommended
Nazare,05/06,6pm,3-5ft,3ft,NNW,340,6s,15,NNW,Onshore,332,18°c,Not recommended
Nazare,06/06,6am,2-4ft,2ft,NNW,346,8s,10,NNW,Onshore,337,13°c,Not recommended
Nazare,06/06,12pm,3-5ft,2.5ft,NNW,343,8s,8,NW,Onshore,309,20°c,Not recommended
Nazare,06/06,6pm,3-5ft,2.5ft,NNW,342,8s,14,NW,Onshore,318,18°c,Not recommended
Nazare,07/06,6am,4-6ft,3ft,NNW,339,8s,14,NNW,Onshore,332,13°c,Not recommended
Nazare,07/06,12pm,4-7ft,4ft,NNW,338,8s,17,NNW,Onshore,333,18°c,Not recommended
Nazare,07/06,6pm,6-9ft,5.5ft,NNW,335,7s,21,NNW,Onshore,331,16°c,Not recommended
Nazare,08/06,6am,7-11ft,7ft,NNW,338,8s,23,NNW,Onshore,338,13°c,Not recommended
Nazare,08/06,12pm,6-10ft,6.5ft,NNW,336,8s,15,NNW,Onshore,332,18°c,Not recommended
Nazare,08/06,6pm,6-9ft,6ft,NNW,337,7s,23,NNW,Onshore,341,18°c,Not recommended
Nazare,09/06,6am,6-9ft,6.5ft,NNW,339,8s,21,N,Onshore,356,14°c,Not recommended
Nazare,09/06,12pm,6-9ft,5.5ft,NNW,337,7s,13,NNW,Onshore,328,19°c,Not recommended
Nazare,09/06,6pm,5-8ft,5ft,NNW,337,7s,19,NNW,Onshore,337,18°c,Not recommended
Nazare,10/06,6am,5-8ft,5ft,NNW,338,7s,13,NNW,Onshore,344,12°c,Not recommended
Nazare,10/06,12pm,5-7ft,4.5ft,NNW,336,7s,13,NNW,Onshore,328,19°c,Not recommended
Nazare,10/06,6pm,4-7ft,4.5ft,NNW,334,6s,22,NNW,Onshore,333,17°c,Not recommended
Nazare,11/06,6am,4-6ft,3.5ft,NNW,339,6s,16,NW,Onshore,321,14°c,Not recommended
Nazare,11/06,12pm,4-5ft,3ft,NNW,326,6s,19,WNW,Onshore,304,18°c,Not recommended
Nazare,11/06,6pm,4-6ft,3.5ft,NW,323,5s,19,NNW,Onshore,333,17°c,Not recommended
Nazare,12/06,6am,8-13ft,7ft,NW,318,9s,19,WNW,Onshore,286,13°c,Not recommended
Nazare,12/06,12pm,10-16ft,8.5ft,NW,323,11s,16,NW,Onshore,308,18°c,Not recommended
Nazare,12/06,6pm,10-16ft,8.5ft,NW,322,11s,19,WNW,Onshore,295,18°c,Not recommended
Nazare,13/06,6am,8-12ft,6ft,NW,325,10s,4,WSW,Onshore,240,11°c,Not recommended
Nazare,13/06,12pm,6-10ft,5ft,NW,326,9s,7,WNW,Onshore,291,20°c,Not recommended
Nazare,13/06,6pm,5-8ft,3ft,WNW,290,11s,10,W,Onshore,279,19°c,Not recommended
Nazare,14/06,6am,4-6ft,2.5ft,WNW,289,10s,2,S,Offshore,179,12°c,Not recommended
Nazare,14/06,12pm,4-6ft,2ft,WNW,288,10s,7,WNW,Onshore,298,20°c,Not recommended
Nazare,14/06,6pm,4-6ft,3ft,NNW,332,8s,10,NW,Onshore,310,19°c,Not recommended
Nazare,15/06,6am,4-7ft,2.5ft,WNW,299,12s,2,N,Onshore,359,11°c,Not recommended
Nazare,15/06,12pm,5-8ft,3ft,WNW,300,11s,8,NW,Onshore,307,20°c,Not recommended
Nazare,15/06,6pm,5-8ft,3.5ft,WNW,303,11s,13,NW,Onshore,305,19°c,Not recommended
Nazare,16/06,6am,5-7ft,3ft,NW,317,9s,2,ESE,Offshore,111,13°c,Not recommended
Nazare,16/06,12pm,4-7ft,3ft,NW,319,9s,11,W,Onshore,276,22°c,Not recommended
Nazare,16/06,6pm,4-6ft,3ft,NW,322,8s,14,NNW,Onshore,329,20°c,Not recommended
Nazare,17/06,6am,4-6ft,2.5ft,NNW,330,8s,13,NNW,Onshore,344,14°c,Not recommended
Nazare,17/06,12pm,3-5ft,2.5ft,NNW,329,8s,11,NW,Onshore,324,19°c,Not recommended
Nazare,17/06,6pm,3-5ft,2.5ft,NNW,331,7s,17,NNW,Onshore,331,18°c,Not recommended
Nazare,18/06,6am,4-6ft,3ft,NNW,336,7s,21,NNW,Onshore,348,13°c,Not recommended
Nazare,18/06,12pm,3-5ft,1.5ft,NW,316,13s,20,NNW,Onshore,336,19°c,Not recommended
Nazare,18/06,6pm,4-6ft,1.9ft,NW,316,12s,23,NNW,Onshore,332,18°c,Not recommended
Nazare,19/06,6am,4-7ft,2.5ft,NW,318,11s,19,NNW,Onshore,348,13°c,Not recommended
Nazare,19/06,12pm,4-7ft,2.5ft,NW,321,11s,16,NNW,Onshore,335,19°c,Not recommended
Nazare,19/06,6pm,4-6ft,2.5ft,NW,322,10s,19,NNW,Onshore,332,18°c,Not recommended
Nazare,20/06,6am,4-6ft,2.5ft,NW,325,9s,15,N,Onshore,359,13°c,Not recommended
Nazare,20/06,12pm,4-6ft,2.5ft,NW,322,9s,15,NNW,Onshore,333,22°c,Not recommended
