Spot,date,time,range,height,swell_dir,swell_angle,period,wind_kmh,wind_dir,wind,wind_angle,temp,Conditions
Fronton,21/10,12pm,4-6ft,5.5ft,NW,326,10s,14,NW,Onshore,315,23°c,Epic
Fronton,21/10,6pm,3-5ft,5ft,NW,325,10s,10,WNW,Onshore,301,22°c,Epic
Fronton,22/10,6am,3-5ft,4.5ft,NNW,328,10s,11,NNW,Onshore,339,21°c,Epic
Fronton,22/10,12pm,4-6ft,5ft,NNW,331,11s,13,NNW,Onshore,336,21°c,Epic
Fronton,22/10,6pm,4-7ft,6ft,NNW,336,12s,11,N,Onshore,359,21°c,Epic
Fronton,23/10,6am,6-10ft,8ft,NNW,348,14s,11,NNE,Onshore,26,21°c,Epic
Fronton,23/10,12pm,6-10ft,8ft,N,352,14s,14,NE,Onshore,52,21°c,Epic
Fronton,23/10,6pm,6-9ft,7.5ft,N,355,14s,13,ENE,Onshore,58,21°c,Epic
Fronton,24/10,6am,5-8ft,6.5ft,N,2,13s,15,NE,Onshore,55,20°c,Epic
Fronton,24/10,12pm,5-7ft,5.5ft,N,355,12s,15,ENE,Cross/Onshore,72,21°c,Epic
Fronton,24/10,6pm,5-7ft,6ft,N,8,12s,13,ENE,Onshore,56,21°c,Epic
Fronton,25/10,6am,4-6ft,4.5ft,N,360,11s,15,NE,Onshore,50,20°c,Epic
Fronton,25/10,12pm,3-5ft,4ft,N,360,10s,15,NE,Onshore,47,20°c,Epic
Fronton,25/10,6pm,3-4ft,3ft,N,358,9s,15,NE,Onshore,39,21°c,Epic
Fronton,26/10,6am,4-7ft,4.5ft,NNW,343,14s,15,NE,Onshore,54,20°c,Epic
Fronton,26/10,12pm,5-7ft,5ft,NNW,340,14s,12,NE,Onshore,50,21°c,Epic
Fronton,26/10,6pm,7-10ft,7.5ft,NNW,339,17s,14,NE,Onshore,35,21°c,Epic
Fronton,27/10,6am,7-10ft,8.5ft,NNW,340,16s,12,NE,Onshore,38,21°c,Epic
Fronton,27/10,12pm,6-10ft,8ft,NNW,341,15s,11,NE,Onshore,45,21°c,Epic
Fronton,27/10,6pm,6-10ft,8ft,NNW,345,14s,14,NNE,Onshore,32,21°c,Epic
Fronton,28/10,6am,5-8ft,7ft,NNW,345,13s,13,NNE,Onshore,29,21°c,Epic
Fronton,28/10,12pm,5-8ft,6ft,NNW,348,13s,14,NE,Onshore,42,21°c,Epic
Fronton,28/10,6pm,4-6ft,4.5ft,NNW,347,13s,15,NE,Onshore,35,21°c,Epic
Fronton,29/10,6am,5-8ft,5ft,NNW,337,21s,13,NNE,Onshore,25,20°c,Epic
Fronton,29/10,12pm,7-12ft,8.5ft,NNW,337,19s,11,N,Onshore,7,20°c,Epic
Fronton,29/10,6pm,8-12ft,9.5ft,NNW,335,18s,11,N,Onshore,3,20°c,Epic
Fronton,30/10,6am,7-10ft,8ft,NNW,336,17s,11,NNW,Onshore,347,21°c,Epic
Fronton,30/10,12pm,6-10ft,7.5ft,NNW,336,16s,6,NNW,Onshore,345,21°c,Epic
Fronton,30/10,6pm,5-9ft,6.5ft,NNW,336,15s,3,NNE,Onshore,30,22°c,Epic
Fronton,31/10,6am,5-7ft,5.5ft,NNW,337,14s,25,SE,Offshore,128,23°c,Epic
Fronton,31/10,12pm,4-6ft,5ft,NNW,335,14s,15,SE,Offshore,140,23°c,Epic
Fronton,31/10,6pm,4-6ft,4.5ft,NNW,334,13s,9,E,Cross-shore,90,24°c,Epic
Fronton,01/11,6am,3-5ft,3.5ft,NNW,334,12s,10,ESE,Cross/Offshore,110,23°c,Epic
Fronton,01/11,12pm,3-4ft,3ft,NNW,335,12s,12,E,Cross/Onshore,82,23°c,Epic
Fronton,01/11,6pm,3-4ft,3ft,NNW,331,12s,13,ENE,Onshore,59,22°c,Epic
Fronton,02/11,6am,4-6ft,4ft,NNW,332,14s,13,NE,Onshore,49,21°c,Epic
Fronton,02/11,12pm,3-5ft,3ft,NNW,337,13s,13,NE,Onshore,43,21°c,Epic
Fronton,02/11,6pm,3-4ft,3ft,NNW,337,13s,15,NNE,Onshore,27,21°c,Epic
Fronton,03/11,6am,3-4ft,3ft,NW,324,13s,15,NE,Onshore,34,21°c,Epic
Fronton,03/11,12pm,4-6ft,4.5ft,NW,319,15s,12,NE,Onshore,46,22°c,Epic
Fronton,03/11,6pm,3-5ft,4.5ft,NW,315,14s,12,NE,Onshore,35,22°c,Epic
Fronton,04/11,6am,4-6ft,6.5ft,NNE,27,8s,18,ENE,Onshore,57,21°c,Epic
Fronton,04/11,12pm,4-7ft,7ft,NNE,20,9s,12,ENE,Onshore,57,21°c,Epic
Fronton,04/11,6pm,5-7ft,7ft,NNE,16,9s,20,NNE,Onshore,26,20°c,Epic
Fronton,05/11,6am,5-9ft,8ft,N,360,11s,11,NW,Onshore,309,20°c,Epic
Fronton,05/11,12pm,5-7ft,6ft,NNW,340,12s,4,NNE,Onshore,24,20°c,Epic
Fronton,05/11,6pm,5-8ft,6ft,NNW,341,13s,9,W,Cross/Onshore,279,21°c,Epic
Fronton,06/11,6am,5-8ft,6.5ft,N,349,13s,23,SW,Offshore,233,21°c,Epic
Fronton,06/11,12pm,5-8ft,6.5ft,NNW,346,13s,21,WSW,Cross/Offshore,254,22°c,Epic
Fronton,06/11,6pm,4-7ft,5.5ft,N,2,12s,13,NNW,Onshore,334,21°c,Epic
Fronton,07/11,6am,4-6ft,5ft,NNW,335,12s,7,E,Cross/Offshore,96,21°c,Epic
Fronton,07/11,12pm,3-5ft,4ft,N,6,11s,8,E,Cross/Offshore,98,21°c,Epic
Fronton,07/11,6pm,3-4ft,3.5ft,NNW,333,10s,5,ESE,Offshore,117,21°c,Epic
Fronton,08/11,6am,2-3ft,2.5ft,NNW,332,9s,3,SE,Offshore,125,20°c,Epic
Fronton,08/11,12pm,2-3ft,1.7ft,NW,305,13s,6,NE,Onshore,49,21°c,Epic
Fronton,08/11,6pm,2-3ft,1.6ft,WNW,301,13s,7,NNE,Onshore,30,21°c,Epic
Fronton,09/11,6am,3-5ft,3.5ft,NW,321,13s,9,NE,Onshore,42,20°c,Epic
Fronton,09/11,12pm,4-6ft,5ft,NNW,330,12s,11,ENE,Onshore,63,21°c,Epic
Fronton,09/11,6pm,4-6ft,5ft,NNW,327,12s,14,NE,Onshore,53,21°c,Epic
Fronton,10/11,6am,4-6ft,4.5ft,NNW,332,13s,16,ENE,Cross/Onshore,77,20°c,Epic
Fronton,10/11,12pm,4-6ft,4.5ft,NNW,333,12s,14,E,Cross/Onshore,82,20°c,Epic
Fronton,10/11,6pm,3-5ft,4.5ft,NNW,335,12s,12,E,Cross/Onshore,82,20°c,Epic
Fronton,11/11,6am,3-4ft,3ft,NNW,337,10s,11,ENE,Cross/Onshore,76,20°c,Epic
Fronton,11/11,12pm,2-4ft,2.5ft,NNW,338,10s,9,ENE,Onshore,57,21°c,Epic
Fronton,11/11,6pm,2-3ft,2.5ft,NNW,339,9s,8,NE,Onshore,54,21°c,Epic
Fronton,12/11,6am,4-6ft,4ft,NNW,331,15s,9,E,Cross/Offshore,97,21°c,Epic
Fronton,12/11,12pm,4-6ft,4.5ft,NNW,331,15s,6,ESE,Cross/Offshore,107,21°c,Epic
Fronton,12/11,6pm,4-7ft,5ft,NNW,331,15s,6,ENE,Cross/Onshore,76,21°c,Epic
Fronton,13/11,6am,4-7ft,5ft,NNW,331,15s,15,SSE,Offshore,148,22°c,Epic
Fronton,13/11,12pm,4-7ft,5ft,NNW,331,15s,22,SE,Offshore,143,22°c,Epic
Fronton,13/11,6pm,4-6ft,4.5ft,NNW,331,14s,22,SE,Offshore,137,23°c,Epic
Fronton,14/11,6am,4-6ft,4ft,NNW,331,14s,8,SSE,Offshore,158,23°c,Epic
Fronton,14/11,12pm,3-5ft,3.5ft,NNW,332,14s,10,SSE,Offshore,150,24°c,Epic
Fronton,14/11,6pm,5-7ft,5ft,NNW,335,17s,11,WSW,Offshore,238,25°c,Epic
Fronton,15/11,6am,5-7ft,5.5ft,NNW,327,14s,6,N,Onshore,354,23°c,Epic
Fronton,15/11,12pm,4-7ft,5.5ft,NW,325,13s,5,SW,Offshore,230,24°c,Epic
Fronton,15/11,6pm,4-6ft,5ft,NW,325,13s,6,E,Cross-shore,89,23°c,Epic
Fronton,16/11,6am,3-5ft,3.5ft,NNW,334,12s,6,NE,Onshore,52,23°c,Epic
Fronton,16/11,12pm,4-6ft,4.5ft,NNW,329,12s,16,ESE,Offshore,124,24°c,Epic
Fronton,16/11,6pm,4-6ft,4.5ft,NNW,331,12s,12,ESE,Cross/Offshore,111,24°c,Epic
Fronton,17/11,6am,3-5ft,3.5ft,NNW,331,11s,13,SE,Offshore,126,24°c,Epic
Fronton,17/11,12pm,4-7ft,5ft,NNW,336,15s,13,SE,Offshore,131,25°c,Epic
Fronton,17/11,6pm,4-7ft,5ft,NNW,335,14s,12,SE,Offshore,129,24°c,Epic
Fronton,18/11,6am,3-5ft,4ft,NNW,336,12s,6,ESE,Cross/Offshore,106,24°c,Epic
Fronton,18/11,12pm,3-4ft,3ft,NNW,337,11s,9,E,Cross/Offshore,97,25°c,Epic
Fronton,18/11,6pm,2-3ft,1.9ft,NW,316,14s,12,NNW,Onshore,346,23°c,Epic
Fronton,19/11,6am,2-4ft,3ft,NW,316,12s,14,NNE,Onshore,12,21°c,Epic
Fronton,19/11,12pm,3-5ft,4ft,NW,322,13s,11,NE,Onshore,51,21°c,Epic
Fronton,19/11,6pm,5-7ft,6ft,NNW,340,12s,14,ENE,Cross/Onshore,77,21°c,Epic
Fronton,20/11,6am,5-8ft,7ft,NNW,344,12s,13,ESE,Cross/Offshore,115,21°c,Epic
Fronton,20/11,12pm,5-8ft,7ft,N,352,11s,22,SE,Offshore,126,22°c,Epic
Fronton,20/11,6pm,5-8ft,6.5ft,N,352,11s,18,SE,Offshore,124,22°c,Epic
Fronton,21/11,6am,4-6ft,5ft,N,5,11s,19,SE,Offshore,140,22°c,Epic
Fronton,21/11,12pm,3-5ft,4ft,N,359,12s,20,SE,Offshore,130,22°c,Epic
Fronton,21/11,6pm,3-5ft,3.5ft,N,357,10s,15,SE,Offshore,129,22°c,Epic
Fronton,22/11,6am,4-6ft,4.5ft,N,0,13s,17,ESE,Cross/Offshore,114,22°c,Epic
Fronton,22/11,12pm,4-6ft,4.5ft,N,10,12s,15,ESE,Cross/Offshore,113,21°c,Epic
Fronton,22/11,6pm,4-6ft,4.5ft,NNE,19,12s,14,ESE,Cross/Offshore,109,21°c,Epic
Fronton,23/11,6am,3-5ft,4ft,NNE,22,12s,17,ESE,Cross/Offshore,111,21°c,Epic
Fronton,23/11,12pm,3-4ft,3ft,N,8,11s,19,ESE,Offshore,119,22°c,Epic
Fronton,23/11,6pm,2-3ft,2.5ft,N,7,11s,16,ESE,Offshore,124,22°c,Epic
Fronton,24/11,6am,2-3ft,1.5ft,N,5,13s,19,SE,Offshore,131,22°c,Epic
Fronton,24/11,12pm,2-3ft,1.9ft,NW,325,12s,11,SE,Offshore,128,22°c,Epic
Fronton,24/11,6pm,2-3ft,2ft,NNW,336,11s,9,ESE,Offshore,118,22°c,Epic
Fronton,25/11,6am,2-4ft,2.5ft,NNW,339,12s,5,N,Onshore,349,21°c,Epic
Fronton,25/11,12pm,2-4ft,2.5ft,NNW,333,12s,11,NNW,Onshore,332,20°c,Epic
Fronton,25/11,6pm,4-6ft,4.5ft,NNW,342,11s,26,NNW,Onshore,332,19°c,Epic
Fronton,26/11,6am,6-9ft,9.5ft,NNW,342,10s,28,NW,Onshore,320,19°c,Epic
Fronton,26/11,12pm,6-10ft,10.5ft,NNW,336,11s,34,NW,Onshore,311,19°c,Epic
Fronton,26/11,6pm,7-11ft,12ft,NNW,335,11s,38,NW,Onshore,317,19°c,Epic
Fronton,27/11,6am,7-11ft,11ft,NNW,339,13s,28,NNW,Onshore,328,18°c,Epic
Fronton,27/11,12pm,7-11ft,10.5ft,NNW,341,13s,28,NW,Onshore,311,19°c,Epic
Fronton,27/11,6pm,7-11ft,10.5ft,NNW,344,13s,25,NW,Onshore,313,20°c,Epic
Fronton,28/11,6am,6-10ft,9.5ft,N,352,12s,7,NW,Onshore,315,20°c,Epic
Fronton,28/11,12pm,6-9ft,8.5ft,N,354,11s,12,NW,Onshore,313,20°c,Epic
Fronton,28/11,6pm,5-8ft,7ft,N,354,11s,12,NW,Onshore,309,20°c,Epic
Fronton,29/11,6am,4-6ft,4ft,NNW,332,17s,16,NNW,Onshore,341,18°c,Epic
Fronton,29/11,12pm,5-7ft,5ft,NNW,332,16s,7,NW,Onshore,318,19°c,Epic
Fronton,29/11,6pm,7-11ft,9ft,NNW,341,15s,3,NNW,Onshore,335,19°c,Epic
Fronton,30/11,6am,8-12ft,10ft,NNW,338,16s,19,WSW,Offshore,241,20°c,Epic
Fronton,30/11,12pm,8-13ft,12ft,NNW,334,15s,11,SW,Offshore,217,20°c,Epic
Fronton,30/11,6pm,7-11ft,10.5ft,NNW,332,14s,17,SW,Offshore,220,21°c,Epic
Fronton,01/12,6am,5-8ft,7ft,NNW,332,13s,8,SW,Offshore,227,20°c,Epic
Fronton,01/12,12pm,4-7ft,6ft,NNW,331,12s,6,SSW,Offshore,196,21°c,Epic
Fronton,01/12,6pm,4-6ft,5.5ft,NNW,330,12s,10,WSW,Offshore,243,21°c,Epic
Fronton,02/12,6am,4-6ft,4.5ft,NNW,329,12s,6,SW,Offshore,221,21°c,Epic
Fronton,02/12,12pm,3-5ft,4ft,NNW,330,11s,4,NE,Onshore,53,21°c,Epic
Fronton,02/12,6pm,3-4ft,3.5ft,NNW,327,11s,12,WSW,Cross/Offshore,256,21°c,Epic
Fronton,03/12,6am,1-2ft,2ft,NW,312,9s,5,SE,Offshore,143,20°c,Epic
Fronton,03/12,12pm,1-2ft,2ft,NW,311,8s,7,E,Cross-shore,88,20°c,Epic
Fronton,03/12,6pm,1-2ft,1.8ft,NW,307,8s,6,E,Cross-shore,93,20°c,Epic
Fronton,04/12,6am,1-2ft,1.5ft,N,360,10s,5,ENE,Cross/Onshore,72,20°c,Epic
Fronton,04/12,12pm,2-3ft,2ft,N,4,9s,5,NE,Onshore,34,20°c,Epic
Fronton,04/12,6pm,3-4ft,2ft,NNW,345,19s,13,NNE,Onshore,18,19°c,Epic
Fronton,05/12,6am,4-6ft,4ft,NNW,338,16s,15,NNW,Onshore,332,20°c,Epic
Fronton,05/12,12pm,7-10ft,7.5ft,N,354,16s,17,N,Onshore,5,19°c,Epic
Fronton,05/12,6pm,9-14ft,12.5ft,N,2,15s,18,N,Onshore,6,19°c,Epic
Fronton,06/12,6am,10-14ft,14ft,N,3,15s,19,NNE,Onshore,13,19°c,Epic
Fronton,06/12,12pm,9-15ft,13.5ft,N,3,15s,18,N,Onshore,9,19°c,Epic
Fronton,06/12,6pm,9-15ft,13ft,N,3,16s,17,NNE,Onshore,23,19°c,Epic
Fronton,07/12,6am,9-13ft,11.5ft,N,4,15s,15,NNE,Onshore,32,19°c,Epic
Fronton,07/12,12pm,8-13ft,11ft,N,4,15s,15,NE,Onshore,35,19°c,Epic
Fronton,07/12,6pm,7-12ft,10ft,N,5,15s,14,NE,Onshore,44,19°c,Epic
Fronton,08/12,6am,7-10ft,9ft,N,5,14s,12,NE,Onshore,38,19°c,Epic
Fronton,08/12,12pm,6-10ft,8ft,N,4,13s,11,NNE,Onshore,24,19°c,Epic
Fronton,08/12,6pm,5-8ft,7ft,N,5,12s,13,NNE,Onshore,25,19°c,Epic
Fronton,09/12,6am,5-8ft,7ft,N,7,13s,15,NNE,Onshore,21,18°c,Epic
Fronton,09/12,12pm,6-9ft,7ft,N,7,13s,15,NNE,Onshore,13,19°c,Epic
Fronton,09/12,6pm,5-8ft,7ft,N,7,13s,15,NE,Onshore,34,19°c,Epic
Fronton,10/12,6am,5-8ft,7ft,NNE,13,12s,18,NE,Onshore,42,19°c,Epic
Fronton,10/12,12pm,5-7ft,6.5ft,NNE,16,11s,16,NE,Onshore,37,20°c,Epic
Fronton,10/12,6pm,4-7ft,6ft,NNE,18,10s,18,NE,Onshore,34,19°c,Epic
Fronton,11/12,6am,3-5ft,4.5ft,N,3,9s,15,ENE,Onshore,59,20°c,Epic
Fronton,11/12,12pm,3-5ft,5ft,NNE,21,9s,12,ENE,Onshore,58,19°c,Epic
Fronton,11/12,6pm,3-4ft,3.5ft,N,3,9s,15,NE,Onshore,51,20°c,Epic
Fronton,12/12,6am,3-5ft,4ft,NNE,18,8s,13,NE,Onshore,37,19°c,Epic
Fronton,12/12,12pm,3-4ft,2ft,NW,318,19s,12,NNE,Onshore,27,19°c,Epic
Fronton,12/12,6pm,2-3ft,2ft,NW,309,16s,9,NNE,Onshore,33,19°c,Epic
Fronton,13/12,6am,2-3ft,3ft,NW,307,14s,8,NNE,Onshore,17,19°c,Epic
Fronton,13/12,12pm,2-3ft,2.5ft,NW,306,13s,7,NNW,Onshore,348,18°c,Epic
Fronton,13/12,6pm,2-3ft,2.5ft,NW,307,13s,9,NW,Onshore,317,19°c,Epic
Fronton,14/12,6am,2-3ft,1.9ft,NW,316,19s,7,NNW,Onshore,348,19°c,Epic
Fronton,14/12,12pm,4-6ft,4ft,NW,317,18s,8,N,Onshore,5,19°c,Epic
Fronton,14/12,6pm,5-8ft,6.5ft,NW,319,16s,8,N,Onshore,2,20°c,Epic
Fronton,15/12,6am,5-8ft,7ft,NW,319,14s,11,NNE,Onshore,26,19°c,Epic
Fronton,15/12,12pm,5-8ft,7ft,NW,325,14s,12,NE,Onshore,38,19°c,Epic
Fronton,15/12,6pm,5-7ft,6.5ft,NNW,327,13s,9,NNE,Onshore,22,19°c,Epic
Fronton,16/12,6am,4-7ft,6ft,NNW,330,12s,9,N,Onshore,350,18°c,Epic
Fronton,16/12,12pm,4-7ft,5.5ft,NNW,331,12s,9,NW,Onshore,322,19°c,Epic
Fronton,16/12,6pm,4-6ft,4.5ft,NNW,330,12s,19,NW,Onshore,318,19°c,Epic
Fronton,17/12,6am,6-9ft,7.5ft,NNW,338,13s,15,NNE,Onshore,22,19°c,Epic
Fronton,17/12,12pm,6-9ft,7.5ft,NNW,340,13s,15,NNE,Onshore,21,18°c,Epic
Fronton,17/12,6pm,6-9ft,7.5ft,NNW,342,14s,15,NNE,Onshore,28,18°c,Epic
Fronton,18/12,6am,6-9ft,7ft,NNW,343,13s,12,NNE,Onshore,27,18°c,Epic
Fronton,18/12,12pm,5-7ft,6ft,NNW,333,13s,10,NE,Onshore,35,18°c,Epic
Fronton,18/12,6pm,4-6ft,5.5ft,NNW,332,13s,9,NNE,Onshore,24,18°c,Epic
Fronton,19/12,6am,4-7ft,4.5ft,NW,324,19s,10,NE,Onshore,35,18°c,Epic
Fronton,19/12,12pm,6-9ft,7ft,NW,324,18s,8,NE,Onshore,42,18°c,Epic
Fronton,19/12,6pm,6-10ft,8ft,NW,323,17s,11,NNE,Onshore,21,18°c,Epic
Fronton,20/12,6am,6-10ft,8.5ft,NW,324,16s,7,ENE,Onshore,58,18°c,Epic
Fronton,20/12,12pm,6-9ft,8ft,NW,324,15s,9,E,Cross/Onshore,80,19°c,Epic
Fronton,20/12,6pm,5-8ft,7ft,NW,326,14s,11,ENE,Cross/Onshore,70,19°c,Epic
Fronton,21/12,6am,4-7ft,6ft,NNW,332,13s,15,ENE,Cross/Onshore,70,19°c,Epic
Fronton,21/12,12pm,4-7ft,5.5ft,NNW,336,12s,11,E,Cross/Offshore,98,19°c,Epic
Fronton,21/12,6pm,4-6ft,4.5ft,NNW,336,12s,8,ENE,Cross/Onshore,72,19°c,Epic
Fronton,22/12,6am,3-5ft,4ft,NNW,334,13s,14,ESE,Cross/Offshore,111,19°c,Epic
Fronton,22/12,12pm,3-5ft,3.5ft,NNW,334,12s,13,ESE,Offshore,119,19°c,Epic
Fronton,22/12,6pm,3-4ft,3.5ft,NNW,337,12s,13,SE,Offshore,124,20°c,Epic
Fronton,23/12,6am,3-5ft,4.5ft,NW,311,15s,23,SE,Offshore,134,20°c,Epic
Fronton,23/12,12pm,3-5ft,5ft,NW,311,13s,23,SE,Offshore,139,20°c,Epic
Fronton,23/12,6pm,3-5ft,4.5ft,NW,312,13s,18,SE,Offshore,127,20°c,Epic
Fronton,24/12,6am,4-6ft,4.5ft,NNW,328,13s,31,SE,Offshore,130,20°c,Epic
Fronton,24/12,12pm,4-6ft,4.5ft,NNW,333,12s,26,SE,Offshore,131,20°c,Epic
Fronton,24/12,6pm,4-6ft,4.5ft,NNW,338,12s,21,ESE,Offshore,123,19°c,Epic
Fronton,25/12,6am,4-6ft,4.5ft,NNW,346,12s,20,SE,Offshore,135,20°c,Epic
Fronton,25/12,12pm,4-6ft,5ft,N,351,12s,24,SE,Offshore,138,20°c,Epic
Fronton,25/12,6pm,4-6ft,4.5ft,N,350,11s,4,WSW,Cross/Offshore,252,20°c,Epic
Fronton,26/12,6am,5-7ft,5.5ft,N,5,12s,5,SSE,Offshore,155,19°c,Epic
Fronton,26/12,12pm,5-7ft,6ft,N,7,12s,8,SE,Offshore,132,20°c,Epic
Fronton,26/12,6pm,5-8ft,6.5ft,N,8,12s,9,SE,Offshore,124,20°c,Epic
Fronton,27/12,6am,5-7ft,6ft,N,10,11s,11,ESE,Offshore,117,19°c,Epic
Fronton,27/12,12pm,4-7ft,6ft,N,10,11s,7,E,Cross/Offshore,100,20°c,Epic
Fronton,27/12,6pm,4-6ft,5.5ft,N,11,10s,3,SE,Offshore,135,20°c,Epic
Fronton,28/12,6am,4-6ft,5ft,NNE,15,10s,5,ESE,Cross/Offshore,111,19°c,Epic
Fronton,28/12,12pm,3-5ft,4ft,NNE,15,9s,7,ENE,Cross/Onshore,65,19°c,Epic
Fronton,28/12,6pm,3-5ft,4ft,NNE,16,9s,11,NE,Onshore,50,19°c,Epic
Fronton,29/12,6am,5-8ft,5ft,N,359,18s,11,ENE,Cross/Onshore,66,18°c,Epic
Fronton,29/12,12pm,7-11ft,8ft,N,357,18s,9,ENE,Cross/Onshore,66,18°c,Epic
Fronton,29/12,6pm,8-12ft,9ft,N,358,17s,9,NE,Onshore,46,18°c,Epic
Fronton,30/12,6am,8-12ft,9.5ft,N,356,15s,8,NE,Onshore,49,17°c,Epic
Fronton,30/12,12pm,7-11ft,9.5ft,N,357,15s,8,ENE,Cross/Onshore,66,18°c,Epic
Fronton,30/12,6pm,7-11ft,9ft,N,358,14s,12,ENE,Onshore,59,18°c,Epic
Fronton,31/12,6am,7-12ft,9.5ft,N,0,15s,8,N,Onshore,6,18°c,Epic
Fronton,31/12,12pm,7-11ft,9.5ft,N,1,15s,10,NE,Onshore,52,18°c,Epic
Fronton,31/12,6pm,7-11ft,9ft,N,4,15s,13,NNE,Onshore,18,18°c,Epic
The Box,01/01,6am,7-11ft,5ft,NW,306,11s,4,ESE,Offshore,115,6°c,Good
The Box,01/01,12pm,7-11ft,5ft,NW,310,10s,6,SE,Offshore,144,13°c,Good
The Box,01/01,6pm,6-10ft,4.5ft,NW,309,10s,1,S,Offshore,171,8°c,Good
The Box,02/01,6am,4-7ft,2.5ft,NW,322,10s,6,SE,Offshore,129,6°c,Good
The Box,02/01,12pm,5-8ft,3ft,W,276,12s,9,SSE,Offshore,156,11°c,Good
The Box,02/01,6pm,7-11ft,3.5ft,W,276,19s,5,SE,Offshore,128,11°c,Good
The Box,03/01,6am,12-18ft,8ft,W,280,15s,8,SSE,Offshore,151,10°c,Good
The Box,03/01,12pm,12-18ft,8.5ft,W,280,14s,6,SSE,Offshore,160,13°c,Good
The Box,03/01,6pm,12-18ft,8ft,WNW,283,14s,2,W,Onshore,260,10°c,Good
The Box,04/01,6am,10-16ft,7ft,WNW,292,13s,5,NE,Cross/Offshore,47,9°c,Good
The Box,04/01,12pm,10-16ft,7ft,WNW,298,12s,2,SSW,Cross/Offshore,192,15°c,Good
The Box,04/01,6pm,9-14ft,6ft,WNW,302,12s,3,N,Cross/Onshore,4,10°c,Good
The Box,05/01,6am,9-14ft,6ft,NW,318,13s,4,SE,Offshore,126,6°c,Good
The Box,05/01,12pm,8-13ft,5ft,NW,321,13s,11,E,Offshore,93,13°c,Good
The Box,05/01,6pm,7-11ft,4.5ft,NW,324,13s,3,NNW,Onshore,327,8°c,Good
The Box,06/01,6am,5-8ft,3ft,NNW,327,12s,1,ESE,Offshore,122,5°c,Good
The Box,06/01,12pm,4-6ft,2.5ft,NNW,329,12s,2,W,Onshore,280,12°c,Good
The Box,06/01,6pm,3-5ft,1.8ft,WNW,282,11s,4,NE,Cross/Offshore,37,7°c,Good
The Box,07/01,6am,7-11ft,4ft,WNW,288,12s,2,E,Offshore,87,5°c,Good
The Box,07/01,12pm,8-13ft,5.5ft,WNW,288,12s,4,N,Cross/Onshore,0,13°c,Good
The Box,07/01,6pm,9-14ft,6ft,WNW,287,12s,5,N,Cross/Onshore,6,7°c,Good
The Box,08/01,6am,8-13ft,5.5ft,WNW,287,12s,6,NNE,Cross/Onshore,16,4°c,Good
The Box,08/01,12pm,8-12ft,5.5ft,WNW,286,11s,10,NNW,Onshore,345,13°c,Good
The Box,08/01,6pm,16-26ft,10ft,WNW,284,19s,5,NNW,Onshore,329,10°c,Good
The Box,09/01,6am,16-26ft,11.5ft,WNW,283,16s,2,ESE,Offshore,119,11°c,Good
The Box,09/01,12pm,14-24ft,10.5ft,WNW,282,16s,7,W,Onshore,276,16°c,Good
The Box,09/01,6pm,14-22ft,9.5ft,WNW,285,15s,23,NNW,Onshore,346,11°c,Good
The Box,10/01,6am,18-30ft,15ft,NW,304,15s,19,N,Onshore,358,7°c,Good
The Box,10/01,12pm,16-26ft,13ft,NW,306,14s,21,N,Onshore,360,12°c,Good
The Box,10/01,6pm,12-18ft,9ft,NW,321,13s,11,N,Cross/Onshore,8,8°c,Good
The Box,11/01,6am,9-14ft,6.5ft,NW,323,12s,3,ESE,Offshore,101,5°c,Good
The Box,11/01,12pm,8-12ft,5.5ft,NW,325,12s,5,SSE,Offshore,158,13°c,Good
The Box,11/01,6pm,8-13ft,5ft,WNW,289,12s,2,NE,Cross/Offshore,47,7°c,Good
The Box,12/01,6am,12-18ft,7.5ft,WNW,292,14s,4,SE,Offshore,136,5°c,Good
The Box,12/01,12pm,14-22ft,10ft,WNW,289,16s,2,S,Offshore,173,13°c,Good
The Box,12/01,6pm,14-22ft,10ft,WNW,287,15s,2,N,Onshore,351,6°c,Good
The Box,13/01,6am,14-22ft,10ft,WNW,285,15s,11,SE,Offshore,133,5°c,Good
The Box,13/01,12pm,14-22ft,10.5ft,WNW,286,15s,12,SSE,Offshore,149,10°c,Good
The Box,13/01,6pm,14-22ft,9.5ft,WNW,287,14s,13,SE,Offshore,143,10°c,Good
The Box,14/01,6am,16-26ft,12.5ft,WNW,293,15s,17,SE,Offshore,129,9°c,Good
The Box,14/01,12pm,20-30ft,15ft,WNW,293,16s,24,SE,Offshore,140,11°c,Good
The Box,14/01,6pm,18-28ft,13.5ft,WNW,289,16s,28,S,Offshore,170,12°c,Good
The Box,15/01,6am,16-26ft,13ft,WNW,284,15s,26,SE,Offshore,145,12°c,Good
The Box,15/01,12pm,16-26ft,13ft,WNW,286,14s,19,SSW,Cross-shore,203,16°c,Good
The Box,15/01,6pm,14-20ft,10ft,W,279,13s,26,S,Offshore,170,13°c,Good
The Box,16/01,6am,12-18ft,8ft,W,270,14s,30,SSE,Offshore,151,12°c,Good
The Box,16/01,12pm,10-16ft,8.5ft,W,261,13s,31,S,Cross/Offshore,187,16°c,Good
The Box,16/01,6pm,12-18ft,10.5ft,W,261,11s,21,WSW,Onshore,239,13°c,Good
The Box,17/01,6am,12-18ft,8.5ft,W,279,12s,5,NNW,Onshore,330,10°c,Good
The Box,17/01,12pm,10-16ft,8ft,WNW,281,12s,2,N,Cross/Onshore,5,15°c,Good
