Spot,date,time,range,height_ft,swell_dir,swell_angle,period_sec,wind_kmh,wind_dir,wind,wind_angle,temp_°c,Conditions
The Box,2018-05-07,6pm,10-16ft,16.5,SW,236,16,16,SSW,Onshore,214,14,Epic
The Box,2018-06-07,6am,8-12ft,12.5,SW,232,14,14,SSW,Onshore,211,15,Epic
The Box,2018-06-07,12pm,7-11ft,11.0,SW,231,14,13,S,Cross/Onshore,185,17,Epic
The Box,2018-06-07,6pm,6-10ft,9.5,SW,229,13,13,SSE,Cross/Offshore,157,15,Epic
The Box,2018-07-07,6am,6-9ft,9.0,SW,223,13,14,E,Offshore,85,12,Epic
The Box,2018-07-07,12pm,5-8ft,8.5,SW,222,13,7,NE,Offshore,35,17,Epic
The Box,2018-07-07,6pm,5-8ft,8.5,SW,222,13,6,E,Offshore,98,14,Epic
The Box,2018-08-07,6am,6-9ft,8.5,SW,223,16,16,ENE,Offshore,60,11,Epic
The Box,2018-08-07,12pm,6-9ft,8.0,SW,223,16,8,NNE,Cross/Offshore,23,17,Epic
The Box,2018-08-07,6pm,6-9ft,8.0,SW,224,15,6,ESE,Offshore,118,14,Epic
The Box,2018-09-07,6am,5-9ft,7.5,SW,228,16,8,ENE,Offshore,72,12,Epic
The Box,2018-09-07,12pm,5-8ft,7.5,SW,230,15,2,WSW,Onshore,248,19,Epic
The Box,2018-09-07,6pm,6-9ft,8.0,SW,233,16,8,SSE,Cross/Offshore,156,16,Epic
The Box,2018-10-07,6am,6-9ft,8.0,WSW,239,14,8,E,Offshore,79,12,Epic
The Box,2018-10-07,12pm,6-9ft,7.5,WSW,240,14,5,E,Offshore,83,19,Epic
The Box,2018-10-07,6pm,5-8ft,7.5,WSW,241,13,8,SE,Offshore,142,16,Epic
The Box,2018-11-07,6am,5-8ft,6.5,WSW,243,14,6,SE,Offshore,146,14,Epic
The Box,2018-11-07,12pm,5-8ft,6.0,WSW,243,15,10,S,Cross/Onshore,187,19,Epic
The Box,2018-11-07,6pm,5-9ft,7.0,WSW,242,15,8,SE,Offshore,145,16,Epic
The Box,2018-12-07,6am,6-9ft,8.0,WSW,244,14,6,NNE,Cross/Offshore,20,13,Epic
The Box,2018-12-07,12pm,5-8ft,7.0,WSW,245,14,27,NNW,Onshore,334,19,Epic
The Box,2018-12-07,6pm,5-8ft,6.0,WSW,245,14,34,WNW,Onshore,283,18,Epic
The Box,2018-07-13,6am,10-14ft,15.0,WSW,252,14,22,WSW,Onshore,243,16,Epic
The Box,2018-07-13,12pm,9-14ft,13.5,WSW,253,14,14,WSW,Onshore,245,17,Epic
The Box,2018-07-13,6pm,10-18ft,16.0,WSW,251,16,12,WSW,Onshore,254,16,Epic
The Box,2018-07-14,6am,9-14ft,13.5,WSW,246,15,23,WNW,Onshore,286,16,Epic
The Box,2018-07-14,12pm,9-14ft,13.0,WSW,249,14,32,W,Onshore,272,16,Epic
The Box,2018-07-14,6pm,9-14ft,14.5,WSW,249,13,29,SW,Onshore,229,13,Epic
The Box,2018-07-15,6am,8-13ft,13.5,WSW,243,12,25,WSW,Onshore,253,15,Epic
The Box,2018-07-15,12pm,9-14ft,15.0,WSW,242,14,27,W,Onshore,267,16,Epic
The Box,2018-07-15,6pm,10-16ft,15.5,WSW,241,17,29,W,Onshore,272,17,Epic
The Box,2018-07-16,6am,10-18ft,17.5,WSW,240,16,34,W,Onshore,267,16,Epic
The Box,2018-07-16,12pm,12-20ft,20.0,WSW,241,16,39,WSW,Onshore,242,16,Epic
The Box,2018-07-16,6pm,14-20ft,22.5,SW,234,16,25,SW,Onshore,227,14,Epic
The Box,2018-07-17,6am,14-22ft,24.5,SW,232,19,23,W,Onshore,280,15,Epic
The Box,2018-07-17,12pm,14-22ft,22.5,SW,234,19,29,WNW,Onshore,284,15,Epic
The Box,2018-07-17,6pm,12-20ft,20.5,SW,236,18,28,W,Onshore,273,16,Epic
The Box,2018-07-18,6am,12-20ft,21.5,SW,231,17,24,WSW,Onshore,252,16,Epic
The Box,2018-07-18,12pm,12-18ft,19.5,SW,231,17,20,SW,Onshore,222,16,Epic
The Box,2018-07-18,6pm,10-16ft,17.5,SW,231,16,16,SSW,Onshore,211,15,Epic
The Box,2018-07-19,6am,8-13ft,14.0,SW,230,15,4,SE,Offshore,133,13,Epic
The Box,2018-07-19,12pm,8-12ft,12.5,SW,229,14,6,NNW,Cross/Onshore,340,15,Epic
The Box,2018-07-19,6pm,7-11ft,11.0,SW,228,14,14,N,Cross-shore,357,15,Epic
The Box,2018-07-20,6am,5-7ft,7.0,SW,224,13,30,NW,Onshore,317,18,Epic
The Box,2018-07-20,12pm,4-6ft,8.0,WNW,294,7,32,NW,Onshore,309,18,Epic
The Box,2018-07-20,6pm,5-8ft,9.5,WNW,286,8,30,NW,Onshore,304,18,Epic
The Box,2018-07-21,6am,8-12ft,11.5,WSW,252,13,25,W,Onshore,278,16,Epic
The Box,2018-07-21,12pm,10-16ft,14.0,WSW,252,17,29,WNW,Onshore,284,18,Epic
The Box,2018-07-21,6pm,12-18ft,16.0,W,261,16,36,WNW,Onshore,291,18,Epic
The Box,2018-07-22,6am,12-20ft,20.0,WSW,255,15,40,W,Onshore,274,15,Epic
The Box,2018-07-22,12pm,14-22ft,22.0,WSW,255,16,44,WNW,Onshore,286,16,Epic
The Box,2018-07-22,6pm,16-24ft,25.5,WSW,257,16,53,W,Onshore,264,15,Epic
The Box,2018-07-23,6am,18-28ft,29.0,WSW,246,18,30,W,Onshore,267,15,Epic
The Box,2018-07-23,12pm,18-26ft,27.0,WSW,245,19,29,W,Onshore,271,16,Epic
The Box,2018-07-23,6pm,16-26ft,25.0,WSW,244,19,23,W,Onshore,266,17,Epic
The Box,2018-07-24,6am,12-20ft,19.5,WSW,239,17,15,WSW,Onshore,250,15,Epic
The Box,2018-07-24,12pm,12-18ft,17.5,WSW,238,16,13,WNW,Onshore,293,17,Epic
The Box,2018-07-24,6pm,10-16ft,15.5,WSW,237,16,18,NNW,Onshore,333,16,Epic
The Box,2018-07-25,6am,7-11ft,10.5,SW,232,15,32,NNW,Onshore,332,18,Epic
The Box,2018-07-25,12pm,6-9ft,9.0,SW,232,15,38,NW,Onshore,321,17,Epic
The Box,2018-07-25,6pm,6-9ft,10.5,WNW,295,9,21,WSW,Onshore,254,15,Epic
The Box,2018-07-26,6am,10-14ft,16.5,WSW,239,13,27,SSW,Cross/Onshore,192,15,Epic
The Box,2018-07-26,12pm,10-14ft,15.0,WSW,239,15,18,SSW,Cross/Onshore,196,15,Epic
The Box,2018-07-26,6pm,9-14ft,13.5,WSW,240,15,14,SSW,Cross/Onshore,204,14,Epic
The Box,2018-07-27,6am,7-12ft,10.5,WSW,243,14,13,W,Onshore,266,14,Epic
The Box,2018-07-27,12pm,7-10ft,9.0,WSW,245,14,22,W,Onshore,270,16,Epic
The Box,2018-07-27,6pm,9-14ft,12.5,WSW,241,16,21,SW,Onshore,218,15,Epic
The Box,2018-07-28,6am,12-20ft,18.0,WSW,243,19,7,SSW,Onshore,208,14,Epic
The Box,2018-07-28,12pm,12-20ft,17.5,WSW,243,19,8,W,Onshore,269,15,Epic
The Box,2018-07-28,6pm,12-18ft,16.5,WSW,243,18,15,WNW,Onshore,298,15,Epic
The Box,2018-07-29,6am,9-14ft,12.5,WSW,246,16,22,WNW,Onshore,293,16,Epic
The Box,2018-07-29,12pm,8-13ft,11.5,WSW,250,16,29,WNW,Onshore,292,16,Epic
The Box,2018-07-29,6pm,9-14ft,13.5,WSW,250,15,28,WSW,Onshore,244,16,Epic
The Box,2018-07-30,6am,10-16ft,15.0,WSW,240,15,15,SW,Onshore,218,14,Epic
The Box,2018-07-30,12pm,9-15ft,15.0,WSW,239,15,9,SW,Onshore,229,15,Epic
The Box,2018-07-30,6pm,9-15ft,14.5,WSW,239,15,7,WSW,Onshore,239,15,Epic
The Box,2018-07-31,6am,9-14ft,13.0,WSW,238,15,10,N,Cross-shore,357,13,Epic
The Box,2018-07-31,12pm,8-12ft,12.0,WSW,239,15,21,NW,Onshore,321,16,Epic
The Box,2018-07-31,6pm,7-11ft,11.0,WSW,246,14,29,NW,Onshore,317,16,Epic
The Box,2018-01-08,6am,10-14ft,17.5,W,262,11,41,W,Onshore,271,14,Epic
The Box,2018-01-08,12pm,10-16ft,19.0,WSW,255,12,36,WSW,Onshore,243,13,Epic
The Box,2018-01-08,6pm,12-18ft,20.0,WSW,247,13,40,SW,Onshore,216,11,Epic
The Box,2018-02-08,6am,12-20ft,21.0,WSW,246,15,29,SW,Onshore,231,13,Epic
The Box,2018-02-08,12pm,12-18ft,19.5,WSW,246,15,28,WSW,Onshore,244,15,Epic
The Box,2018-02-08,6pm,12-18ft,18.5,WSW,247,15,33,W,Onshore,260,15,Epic
The Box,2018-03-08,6am,12-18ft,19.0,WSW,249,15,39,W,Onshore,268,16,Epic
The Box,2018-03-08,12pm,12-20ft,20.5,WSW,248,14,34,WSW,Onshore,251,15,Epic
The Box,2018-03-08,6pm,12-18ft,19.5,WSW,242,15,31,WSW,Onshore,242,14,Epic
The Box,2018-04-08,6am,14-22ft,25.0,SW,232,19,35,SW,Onshore,222,12,Epic
The Box,2018-04-08,12pm,14-20ft,23.5,SW,231,17,37,SW,Onshore,217,12,Epic
The Box,2018-04-08,6pm,12-20ft,22.0,SW,229,16,38,SSW,Cross/Onshore,204,12,Epic
The Box,2018-05-08,6am,9-15ft,17.5,SW,225,15,27,S,Cross/Onshore,191,12,Epic
The Box,2018-05-08,12pm,8-13ft,15.0,SW,223,14,20,SSW,Cross/Onshore,195,13,Epic
The Box,2018-05-08,6pm,7-11ft,13.0,SW,222,13,18,SSW,Onshore,208,13,Epic
The Box,2018-06-08,6am,5-8ft,7.5,WSW,238,12,17,W,Onshore,266,14,Epic
The Box,2018-06-08,12pm,5-7ft,6.5,WSW,243,12,20,WNW,Onshore,287,15,Epic
The Box,2018-06-08,6pm,3-5ft,5.5,WSW,255,7,24,W,Onshore,281,15,Epic
The Box,2018-07-08,6am,6-9ft,11.0,WSW,240,10,23,WSW,Onshore,253,15,Epic
The Box,2018-07-08,12pm,6-10ft,11.5,SW,234,11,15,W,Onshore,270,16,Epic
The Box,2018-07-08,6pm,8-12ft,13.0,SW,232,14,22,WNW,Onshore,290,16,Epic
The Box,2018-08-08,6am,8-12ft,12.0,WSW,244,14,27,NW,Onshore,313,17,Epic
The Box,2018-08-08,12pm,7-10ft,10.0,WSW,241,13,35,NW,Onshore,310,17,Epic
The Box,2018-08-08,6pm,6-10ft,9.5,WSW,243,13,45,NW,Onshore,307,17,Epic
The Box,2018-09-08,6am,12-18ft,18.5,WSW,249,16,34,WSW,Onshore,247,12,Epic
The Box,2018-09-08,12pm,10-16ft,17.5,WSW,246,15,32,SW,Onshore,233,13,Epic
The Box,2018-09-08,6pm,10-16ft,16.5,WSW,243,14,30,SW,Onshore,215,11,Epic
The Box,2018-10-08,6am,8-13ft,13.5,WSW,241,13,23,SSW,Cross/Onshore,204,12,Epic
The Box,2018-10-08,12pm,8-12ft,13.0,WSW,241,13,16,SSW,Onshore,206,13,Epic
The Box,2018-10-08,6pm,8-12ft,12.5,WSW,240,13,14,SSW,Cross/Onshore,205,13,Epic
The Box,2018-11-08,6am,6-10ft,10.0,SW,235,12,4,NW,Onshore,322,12,Epic
The Box,2018-11-08,12pm,6-9ft,8.5,SW,233,12,12,NNW,Onshore,331,15,Epic
The Box,2018-11-08,6pm,5-7ft,7.5,SW,232,12,16,NNW,Cross/Onshore,341,15,Epic
The Box,2018-12-08,6am,4-6ft,6.0,SW,228,11,22,N,Cross-shore,356,16,Epic
The Box,2018-12-08,12pm,6-9ft,8.0,SW,234,15,25,NNW,Cross/Onshore,338,18,Epic
The Box,2018-12-08,6pm,6-9ft,7.0,WSW,240,14,24,NNW,Cross/Onshore,339,17,Epic
The Box,2018-08-13,6am,6-9ft,7.5,WSW,252,13,36,NNW,Cross/Onshore,337,18,Epic
The Box,2018-08-13,12pm,6-9ft,7.5,WSW,254,13,45,NNW,Cross/Onshore,337,20,Epic
The Box,2018-08-13,6pm,6-10ft,13.0,WNW,299,8,38,W,Onshore,274,17,Epic
The Box,2018-08-14,6am,12-18ft,16.0,W,261,16,28,WSW,Onshore,253,15,Epic
The Box,2018-08-14,12pm,10-18ft,16.5,WSW,252,16,21,SW,Onshore,232,15,Epic
The Box,2018-08-14,6pm,12-18ft,17.5,WSW,244,15,16,SW,Onshore,217,14,Epic
The Box,2018-08-15,6am,9-15ft,14.5,WSW,243,14,15,WSW,Onshore,247,15,Epic
The Box,2018-08-15,12pm,8-13ft,13.0,WSW,242,14,15,W,Onshore,264,16,Epic
The Box,2018-08-15,6pm,8-12ft,12.0,WSW,241,14,18,WSW,Onshore,252,15,Epic
The Box,2018-08-16,6am,6-10ft,9.5,WSW,240,13,20,W,Onshore,273,15,Epic
The Box,2018-08-16,12pm,6-10ft,9.0,WSW,242,13,24,W,Onshore,272,15,Epic
The Box,2018-08-16,6pm,6-10ft,9.5,WSW,241,12,21,SW,Onshore,224,14,Epic
The Box,2018-08-17,6am,8-12ft,12.0,SW,227,17,13,S,Cross/Offshore,173,12,Epic
The Box,2018-08-17,12pm,8-13ft,13.0,SW,225,16,6,SSW,Cross/Onshore,193,14,Epic
The Box,2018-08-17,6pm,7-12ft,12.0,SW,225,16,8,SSE,Offshore,147,11,Epic
The Box,2018-08-18,6am,6-9ft,9.0,SW,225,14,13,NE,Offshore,53,9,Epic
The Box,2018-08-18,12pm,5-8ft,7.5,SW,225,14,10,N,Cross/Offshore,7,15,Epic
The Box,2018-08-18,6pm,4-7ft,6.0,SW,227,13,7,N,Cross/Offshore,8,14,Epic
The Box,2018-08-19,6am,4-6ft,5.0,SW,232,13,7,ENE,Offshore,72,11,Epic
The Box,2018-08-19,12pm,4-6ft,4.0,WSW,240,13,4,S,Cross/Onshore,187,19,Epic
The Box,2018-08-19,6pm,4-7ft,5.0,WSW,239,14,20,SE,Offshore,126,15,Epic
The Box,2018-08-20,6am,5-7ft,6.0,WSW,239,14,9,E,Offshore,100,13,Epic
The Box,2018-08-20,12pm,5-7ft,6.0,WSW,237,15,12,N,Cross-shore,3,21,Epic
The Box,2018-08-20,6pm,6-9ft,7.5,SW,235,15,3,ESE,Offshore,119,17,Epic
The Box,2018-08-21,6am,6-9ft,8.0,SW,235,14,24,SSW,Onshore,209,15,Epic
The Box,2018-08-21,12pm,7-11ft,10.5,SW,230,15,25,SW,Onshore,223,15,Epic
The Box,2018-08-21,6pm,6-10ft,8.5,SW,235,16,25,SSW,Onshore,213,14,Epic
The Box,2018-08-22,6am,8-12ft,12.0,SW,231,15,22,S,Cross/Onshore,191,14,Epic
The Box,2018-08-22,12pm,10-16ft,14.0,SW,234,18,17,S,Cross/Onshore,189,15,Epic
The Box,2018-08-22,6pm,9-15ft,14.0,SW,235,17,15,S,Cross/Onshore,191,14,Epic
The Box,2018-08-23,6am,8-12ft,11.5,SW,235,16,8,S,Cross/Onshore,186,14,Epic
The Box,2018-08-23,12pm,7-11ft,10.5,SW,235,16,7,SSW,Cross/Onshore,193,15,Epic
The Box,2018-08-23,6pm,7-11ft,10.0,SW,234,15,5,SSE,Offshore,148,14,Epic
The Box,2018-08-24,6am,7-11ft,9.5,SW,233,15,13,NE,Offshore,48,13,Epic
The Box,2018-08-24,12pm,7-11ft,10.0,SW,233,16,8,NNW,Cross/Onshore,342,17,Epic
The Box,2018-08-24,6pm,7-11ft,10.0,SW,233,15,5,SW,Onshore,229,14,Epic
The Box,2018-08-25,6am,7-12ft,10.5,SW,234,16,2,SE,Offshore,133,13,Epic
The Box,2018-08-25,12pm,7-11ft,10.5,SW,234,15,7,SW,Onshore,236,17,Epic
The Box,2018-08-25,6pm,7-11ft,10.0,SW,234,15,7,SSW,Cross/Onshore,195,14,Epic
The Box,2018-08-26,6am,6-9ft,8.0,SW,234,14,12,ENE,Offshore,62,12,Epic
The Box,2018-08-26,12pm,5-8ft,7.5,SW,231,14,6,WNW,Onshore,292,17,Epic
The Box,2018-08-26,6pm,5-8ft,7.0,SW,231,14,4,S,Cross/Onshore,190,14,Epic
The Box,2018-08-27,6am,4-7ft,6.0,SW,230,13,22,W,Onshore,279,16,Epic
The Box,2018-08-27,12pm,4-6ft,5.5,SW,232,13,21,WNW,Onshore,290,16,Epic
The Box,2018-08-27,6pm,4-6ft,5.0,SW,232,13,19,WNW,Onshore,296,15,Epic
The Box,2018-08-28,6am,4-6ft,4.0,SW,231,17,21,WNW,Onshore,296,14,Epic
The Box,2018-08-28,12pm,6-9ft,8.0,SW,230,16,23,WNW,Onshore,286,13,Epic
The Box,2018-08-28,6pm,6-10ft,8.5,SW,230,16,26,WNW,Onshore,297,12,Epic
The Box,2018-08-29,6am,9-14ft,13.5,WSW,253,15,29,SSW,Cross/Onshore,201,12,Epic
The Box,2018-08-29,12pm,12-18ft,21.5,SW,228,14,50,SSW,Cross/Onshore,199,13,Epic
The Box,2018-08-29,6pm,10-16ft,20.5,SW,223,14,35,S,Cross-shore,182,14,Epic
The Box,2018-08-30,6am,7-11ft,14.5,SW,218,13,26,S,Cross/Onshore,187,13,Epic
The Box,2018-08-30,12pm,6-9ft,11.5,SW,220,12,18,S,Cross/Onshore,189,14,Epic
The Box,2018-08-30,6pm,5-8ft,9.5,SW,222,12,14,SSW,Cross/Onshore,199,14,Epic
The Box,2018-08-31,6am,5-7ft,7.0,SW,225,13,14,SW,Onshore,217,13,Epic
The Box,2018-08-31,12pm,6-9ft,8.0,SW,226,16,12,SW,Onshore,222,14,Epic
The Box,2018-08-31,6pm,6-9ft,8.0,SW,226,16,13,SSW,Onshore,211,13,Epic
The Box,2018-01-09,6am,5-8ft,7.5,SW,225,15,4,E,Offshore,90,13,Epic
The Box,2018-01-09,12pm,5-8ft,7.5,SW,224,14,3,W,Onshore,264,15,Epic
The Box,2018-01-09,6pm,5-7ft,7.5,SW,222,14,6,SE,Offshore,131,13,Epic
The Box,2018-02-09,6am,4-6ft,6.0,SW,222,13,15,NE,Offshore,38,13,Epic
The Box,2018-02-09,12pm,4-6ft,4.5,WSW,237,13,14,NNW,Cross/Onshore,343,16,Epic
The Box,2018-02-09,6pm,4-6ft,4.5,WSW,240,13,11,NW,Onshore,315,15,Epic
The Box,2018-03-09,6am,3-5ft,3.5,WSW,238,12,21,NW,Onshore,314,15,Epic
The Box,2018-03-09,12pm,3-5ft,4.0,SW,226,12,25,WNW,Onshore,285,17,Epic
The Box,2018-03-09,6pm,3-5ft,6.0,W,264,7,24,WNW,Onshore,283,16,Epic
The Box,2018-04-09,6am,7-11ft,11.0,WSW,241,13,23,W,Onshore,273,14,Epic
The Box,2018-04-09,12pm,8-12ft,12.0,WSW,246,13,32,WNW,Onshore,284,16,Epic
The Box,2018-04-09,6pm,9-14ft,15.5,WSW,250,12,40,W,Onshore,259,14,Epic
The Box,2018-05-09,6am,12-18ft,18.5,WSW,242,15,26,SW,Onshore,227,12,Epic
The Box,2018-05-09,12pm,10-18ft,17.5,WSW,240,16,19,SSW,Onshore,213,13,Epic
The Box,2018-05-09,6pm,10-16ft,16.0,WSW,238,16,16,SSW,Onshore,205,12,Epic
The Box,2018-06-09,6am,8-13ft,13.0,SW,235,15,8,W,Onshore,276,13,Epic
The Box,2018-06-09,12pm,7-12ft,11.5,SW,235,14,18,WNW,Onshore,290,14,Epic
The Box,2018-06-09,6pm,7-11ft,10.5,WSW,239,14,25,W,Onshore,279,14,Epic
The Box,2018-07-09,6am,7-11ft,10.5,WSW,246,13,24,W,Onshore,262,15,Epic
The Box,2018-07-09,12pm,7-11ft,10.5,WSW,243,13,22,W,Onshore,269,16,Epic
The Box,2018-07-09,6pm,7-11ft,11.5,WSW,237,12,19,W,Onshore,263,15,Epic
The Box,2018-08-09,6am,7-11ft,12.0,WSW,237,14,24,WNW,Onshore,286,16,Epic
The Box,2018-08-09,12pm,8-12ft,12.0,WSW,241,14,24,WNW,Onshore,292,17,Epic
The Box,2018-08-09,6pm,7-11ft,10.5,WSW,242,13,23,WNW,Onshore,300,17,Epic
The Box,2018-09-09,6am,10-14ft,14.5,SW,236,16,24,NW,Onshore,311,17,Epic
The Box,2018-09-09,12pm,9-15ft,14.5,WSW,237,16,25,NW,Onshore,306,18,Epic
The Box,2018-09-09,6pm,9-14ft,13.5,WSW,239,16,22,WNW,Onshore,294,17,Epic
The Box,2018-10-09,6am,8-13ft,13.0,WSW,242,15,28,WNW,Onshore,290,17,Epic
The Box,2018-10-09,12pm,9-14ft,13.5,WSW,247,14,30,WSW,Onshore,250,16,Epic
The Box,2018-10-09,6pm,9-14ft,14.0,WSW,243,14,29,SW,Onshore,226,14,Epic
The Box,2018-11-09,6am,10-16ft,17.5,SW,235,15,16,SW,Onshore,223,13,Epic
The Box,2018-11-09,12pm,10-16ft,16.5,WSW,237,15,14,WSW,Onshore,237,14,Epic
The Box,2018-11-09,6pm,10-14ft,15.0,WSW,237,16,14,WSW,Onshore,248,14,Epic
The Box,2018-12-09,6am,8-13ft,12.5,WSW,237,15,18,W,Onshore,271,14,Epic
The Box,2018-12-09,12pm,8-12ft,12.0,SW,236,15,17,W,Onshore,277,15,Epic
The Box,2018-12-09,6pm,8-13ft,12.5,SW,234,15,20,W,Onshore,280,14,Epic
The Box,2018-09-13,6am,9-14ft,14.0,WSW,237,15,24,W,Onshore,266,15,Epic
The Box,2018-09-13,12pm,9-14ft,14.0,WSW,238,15,24,W,Onshore,261,16,Epic
The Box,2018-09-13,6pm,9-14ft,14.5,SW,234,15,22,SW,Onshore,228,13,Epic
The Box,2018-09-14,6am,10-16ft,17.0,SW,229,15,30,SSW,Onshore,207,13,Epic
The Box,2018-09-14,12pm,10-16ft,19.5,SW,225,16,22,S,Cross-shore,182,13,Epic
The Box,2018-09-14,6pm,10-16ft,18.0,SW,226,16,15,SE,Offshore,141,11,Epic
The Box,2018-09-15,6am,8-13ft,14.0,SW,227,15,11,NE,Offshore,49,9,Epic
The Box,2018-09-15,12pm,7-11ft,12.0,SW,227,14,9,NNW,Onshore,334,14,Epic
The Box,2018-09-15,6pm,6-10ft,10.5,SW,227,14,6,WSW,Onshore,245,12,Epic
The Box,2018-09-16,6am,5-8ft,7.5,SW,225,13,3,WSW,Onshore,257,12,Epic
The Box,2018-09-16,12pm,5-7ft,7.5,SW,225,13,17,WSW,Onshore,248,14,Epic
The Box,2018-09-16,6pm,6-9ft,8.5,SW,229,13,26,SSW,Cross/Onshore,202,13,Epic
The Box,2018-09-17,6am,10-16ft,15.5,SW,230,17,21,SW,Onshore,215,13,Epic
The Box,2018-09-17,12pm,10-16ft,16.0,SW,230,16,21,SSW,Onshore,210,14,Epic
The Box,2018-09-17,6pm,10-16ft,17.0,SW,229,17,19,SSW,Cross/Onshore,199,14,Epic
The Box,2018-09-18,6am,9-15ft,15.0,SW,228,16,15,SSW,Cross/Onshore,198,14,Epic
The Box,2018-09-18,12pm,8-13ft,13.5,SW,228,15,13,SSW,Onshore,211,15,Epic
The Box,2018-09-18,6pm,7-12ft,12.0,SW,228,14,13,SSW,Cross/Onshore,204,14,Epic
The Box,2018-09-19,6am,6-9ft,9.5,SW,227,13,7,SSW,Onshore,205,13,Epic
The Box,2018-09-19,12pm,5-8ft,8.5,SW,227,13,6,WSW,Onshore,240,15,Epic
The Box,2018-09-19,6pm,5-8ft,8.0,SW,227,12,7,SW,Onshore,223,12,Epic
The Box,2018-09-20,6am,5-8ft,7.5,SW,230,13,7,NNE,Offshore,26,12,Epic
The Box,2018-09-20,12pm,5-8ft,7.5,SW,231,13,14,NW,Onshore,319,18,Epic
The Box,2018-09-20,6pm,6-9ft,8.0,SW,233,14,10,W,Onshore,263,15,Epic
The Box,2018-09-21,6am,6-10ft,9.0,WSW,236,14,2,N,Cross/Offshore,8,14,Epic
The Box,2018-09-21,12pm,6-10ft,9.0,WSW,239,13,7,W,Onshore,267,18,Epic
The Box,2018-09-21,6pm,6-9ft,8.0,WSW,242,13,8,S,Cross/Offshore,175,14,Epic
The Box,2018-09-22,6am,5-7ft,7.0,WSW,240,12,12,ENE,Offshore,64,12,Epic
The Box,2018-09-22,12pm,5-8ft,7.5,SW,232,14,8,W,Onshore,272,20,Epic
The Box,2018-09-22,6pm,5-8ft,8.0,SW,230,13,12,SSW,Onshore,205,15,Epic
The Box,2018-09-23,6am,5-8ft,7.0,SW,228,13,4,SSE,Cross/Offshore,167,15,Epic
The Box,2018-09-23,12pm,4-7ft,6.5,SW,228,12,13,SSW,Cross/Onshore,201,20,Epic
The Box,2018-09-23,6pm,4-6ft,6.0,SW,227,12,17,SSE,Cross/Offshore,168,16,Epic
The Box,2018-09-24,6am,3-5ft,4.5,SW,226,11,14,S,Cross-shore,181,17,Epic
The Box,2018-09-24,12pm,3-4ft,4.0,SW,224,11,11,WSW,Onshore,238,20,Epic
The Box,2018-09-24,6pm,5-7ft,4.5,WSW,250,17,11,WSW,Onshore,259,16,Epic
