Spot,date,time,range,height_ft,swell_dir,swell_angle,period_sec,wind_kmh,wind_dir,wind,wind_angle,temp_°c,Conditions
Itacoatiara,2018-02-28,12pm,2-3ft,2.5,SSE,156,10,11,SSE,Onshore,158,28,Not recommended
Itacoatiara,2018-02-28,6pm,2-3ft,2.0,SSE,156,10,11,SE,Onshore,135,27,Not recommended
Itacoatiara,2018-01-03,6am,2ft,1.9,SSE,155,9,1,SW,Onshore,223,25,Not recommended
Itacoatiara,2018-01-03,12pm,1-2ft,1.8,SSE,154,9,10,SSE,Onshore,154,28,Not recommended
Itacoatiara,2018-01-03,6pm,1-2ft,1.6,SSE,153,8,13,ESE,Onshore,123,27,Not recommended
Itacoatiara,2018-02-03,6am,1-2ft,1.5,SSE,153,8,1,W,Cross-shore,277,25,Not recommended
Itacoatiara,2018-02-03,12pm,1-2ft,1.3,SSE,156,7,12,SSE,Onshore,161,28,Not recommended
Itacoatiara,2018-02-03,6pm,1-2ft,1.3,SSE,155,7,11,ESE,Cross/Onshore,119,27,Not recommended
Itacoatiara,2018-03-03,6am,1-2ft,1.5,SSE,153,7,1,ENE,Offshore,69,26,Not recommended
Itacoatiara,2018-03-03,12pm,1-2ft,1.5,SSE,152,7,10,S,Onshore,172,29,Not recommended
Itacoatiara,2018-03-03,6pm,1-2ft,1.7,SSE,151,7,8,SE,Onshore,141,27,Not recommended
Itacoatiara,2018-04-03,6am,1-2ft,1.4,SSE,148,7,4,W,Cross/Onshore,261,25,Not recommended
Itacoatiara,2018-04-03,12pm,1-2ft,1.4,SSE,148,7,10,SSE,Onshore,168,28,Not recommended
Itacoatiara,2018-04-03,6pm,1-2ft,1.4,SE,145,7,9,ESE,Onshore,121,27,Not recommended
Itacoatiara,2018-05-03,6am,1-2ft,1.5,SE,145,7,1,WSW,Onshore,238,25,Not recommended
Itacoatiara,2018-05-03,12pm,1-2ft,1.5,SE,144,7,13,S,Onshore,187,28,Not recommended
Itacoatiara,2018-05-03,6pm,1-2ft,1.4,SE,144,7,8,SSE,Onshore,165,27,Not recommended
Itacoatiara,2018-06-03,6am,2-3ft,2.0,SSE,150,9,3,W,Cross/Onshore,266,25,Not recommended
Itacoatiara,2018-06-03,12pm,2-3ft,2.5,SSE,147,9,9,S,Onshore,177,28,Not recommended
Itacoatiara,2018-06-03,6pm,2-3ft,2.5,SSE,146,8,7,SE,Onshore,146,27,Not recommended
Itacoatiara,2018-07-03,6am,1-2ft,1.9,SE,145,7,3,ENE,Cross/Offshore,76,24,Not recommended
Itacoatiara,2018-07-03,12pm,1-2ft,1.7,SE,146,7,12,SE,Onshore,140,28,Not recommended
Itacoatiara,2018-07-03,6pm,1-2ft,1.5,SE,144,7,13,ESE,Cross/Onshore,119,27,Not recommended
Itacoatiara,2018-08-03,6am,2ft,2.0,SE,145,8,7,E,Cross/Offshore,83,25,Not recommended
Itacoatiara,2018-08-03,12pm,1-2ft,1.9,SE,144,8,11,SSE,Onshore,150,27,Not recommended
Itacoatiara,2018-08-03,6pm,1-2ft,1.5,SSW,194,7,13,SE,Onshore,137,25,Not recommended
Itacoatiara,2018-09-03,6am,3-5ft,3.5,S,185,11,7,SE,Onshore,126,25,Not recommended
Itacoatiara,2018-09-03,12pm,3-5ft,3.5,S,186,10,10,SSE,Onshore,149,27,Not recommended
Itacoatiara,2018-09-03,6pm,3-5ft,3.5,S,185,10,12,E,Cross/Onshore,100,26,Not recommended
Itacoatiara,2018-10-03,6am,3-4ft,3.5,S,185,10,6,E,Cross/Offshore,80,24,Not recommended
Itacoatiara,2018-10-03,12pm,2-4ft,3.0,S,186,9,15,ESE,Cross/Onshore,115,27,Not recommended
Itacoatiara,2018-10-03,6pm,2-3ft,2.5,S,189,9,19,E,Cross-shore,99,26,Not recommended
Itacoatiara,2018-11-03,6am,2-3ft,1.9,S,187,8,5,E,Cross/Offshore,86,24,Not recommended
Itacoatiara,2018-11-03,12pm,2ft,1.8,S,184,8,12,SSW,Onshore,192,27,Not recommended
Itacoatiara,2018-11-03,6pm,2ft,1.8,S,176,8,7,SE,Onshore,138,26,Not recommended
Itacoatiara,2018-12-03,6am,1-2ft,1.7,S,170,8,4,NNE,Offshore,29,23,Not recommended
Itacoatiara,2018-12-03,12pm,1-2ft,1.7,SSE,165,8,6,SSW,Onshore,206,31,Not recommended
Itacoatiara,2018-12-03,6pm,1-2ft,1.5,SSE,163,8,8,ESE,Cross/Onshore,106,28,Not recommended
Itacoatiara,2018-03-13,6am,1-2ft,1.1,SSE,164,8,3,NW,Offshore,324,26,Not recommended
Itacoatiara,2018-03-13,12pm,1ft,1.1,SSE,166,7,12,SSE,Onshore,160,28,Not recommended
Itacoatiara,2018-03-13,6pm,4-6ft,4.0,S,191,13,14,ESE,Cross/Onshore,110,27,Not recommended
Itacoatiara,2018-03-14,6am,5-7ft,5.5,S,187,12,5,E,Cross/Offshore,79,25,Not recommended
Itacoatiara,2018-03-14,12pm,4-6ft,5.0,S,186,12,11,ESE,Cross/Onshore,120,29,Not recommended
Itacoatiara,2018-03-14,6pm,4-6ft,4.5,S,185,11,20,E,Cross-shore,91,29,Not recommended
Itacoatiara,2018-03-15,6am,3-5ft,4.0,S,179,11,3,NE,Offshore,39,27,Not recommended
Itacoatiara,2018-03-15,12pm,3-5ft,3.5,S,177,11,6,ESE,Cross/Onshore,103,30,Not recommended
Itacoatiara,2018-03-15,6pm,3-5ft,3.5,S,174,11,11,ESE,Cross/Onshore,111,29,Not recommended
Itacoatiara,2018-03-16,6am,3-4ft,3.0,S,172,11,4,N,Offshore,4,27,Not recommended
Itacoatiara,2018-03-16,12pm,2-4ft,3.0,S,175,11,15,SW,Onshore,226,30,Not recommended
Itacoatiara,2018-03-16,6pm,2-3ft,2.0,S,171,10,14,SW,Onshore,231,28,Not recommended
Itacoatiara,2018-03-17,6am,1-2ft,2.0,S,170,5,6,SE,Onshore,140,25,Not recommended
Itacoatiara,2018-03-17,12pm,2-4ft,2.5,SSW,192,11,10,SE,Onshore,133,26,Not recommended
Itacoatiara,2018-03-17,6pm,3-5ft,3.5,S,188,10,10,ESE,Cross/Onshore,105,26,Not recommended
Itacoatiara,2018-03-18,6am,3-5ft,4.0,S,182,10,9,E,Cross-shore,92,24,Not recommended
Itacoatiara,2018-03-18,12pm,3-5ft,4.0,S,176,10,12,SE,Onshore,124,28,Not recommended
Itacoatiara,2018-03-18,6pm,3-5ft,3.5,S,175,10,19,ESE,Cross/Onshore,104,27,Not recommended
Itacoatiara,2018-03-19,6am,2-4ft,3.0,SSE,167,10,4,NE,Offshore,56,25,Not recommended
Itacoatiara,2018-03-19,12pm,2-3ft,2.5,SSE,165,9,7,SE,Onshore,137,31,Not recommended
Itacoatiara,2018-03-19,6pm,2-3ft,2.5,SSE,162,9,11,E,Cross-shore,98,29,Not recommended
Itacoatiara,2018-03-20,6am,2-3ft,2.0,SSE,159,9,4,WNW,Offshore,302,27,Not recommended
Itacoatiara,2018-03-20,12pm,1-2ft,1.8,SSE,157,9,10,S,Onshore,183,30,Not recommended
Itacoatiara,2018-03-20,6pm,1-2ft,1.6,SSE,156,8,7,ESE,Cross/Onshore,102,28,Not recommended
Itacoatiara,2018-03-21,6am,3-5ft,3.5,S,191,14,9,W,Cross-shore,272,27,Not recommended
Itacoatiara,2018-03-21,12pm,4-6ft,4.0,SSW,194,13,8,SSW,Onshore,208,29,Not recommended
Itacoatiara,2018-03-21,6pm,4-6ft,4.5,SSW,194,12,13,SSW,Onshore,194,27,Not recommended
Itacoatiara,2018-03-22,6am,4-6ft,4.5,S,186,12,6,ESE,Cross/Onshore,117,25,Not recommended
Itacoatiara,2018-03-22,12pm,4-6ft,4.5,S,182,11,14,SE,Onshore,133,26,Not recommended
Itacoatiara,2018-03-22,6pm,3-5ft,4.0,S,176,11,18,ESE,Cross/Onshore,105,25,Not recommended
Itacoatiara,2018-03-23,6am,3-5ft,3.5,S,178,11,1,NNW,Offshore,345,24,Not recommended
Itacoatiara,2018-03-23,12pm,4-6ft,4.5,S,184,12,8,SE,Onshore,144,28,Not recommended
Itacoatiara,2018-03-23,6pm,4-6ft,4.5,S,188,12,22,E,Cross/Offshore,89,27,Not recommended
Itacoatiara,2018-03-24,6am,3-5ft,3.5,S,185,11,10,ENE,Offshore,61,25,Not recommended
Itacoatiara,2018-03-24,12pm,3-4ft,3.0,S,184,10,13,E,Cross-shore,99,30,Not recommended
Itacoatiara,2018-03-24,6pm,2-3ft,1.8,S,181,12,32,E,Cross/Offshore,81,28,Not recommended
Itacoatiara,2018-03-25,6am,2-3ft,2.0,S,184,12,6,NE,Offshore,54,24,Not recommended
Itacoatiara,2018-03-25,12pm,2-3ft,1.9,S,183,12,8,ESE,Onshore,122,30,Not recommended
Itacoatiara,2018-03-25,6pm,2ft,1.5,S,185,11,18,E,Cross/Offshore,85,29,Not recommended
Itacoatiara,2018-03-26,6am,1ft,0.9,S,185,11,5,NE,Offshore,53,25,Not recommended
Itacoatiara,2018-03-26,12pm,1ft,3.0,E,99,7,9,SE,Onshore,132,30,Not recommended
Itacoatiara,2018-03-26,6pm,1ft,3.0,E,99,8,20,E,Cross/Offshore,90,28,Not recommended
Itacoatiara,2018-03-27,6am,1ft,3.0,E,99,8,6,ENE,Cross/Offshore,78,25,Not recommended
Itacoatiara,2018-03-27,12pm,1ft,2.5,ESE,102,8,9,SE,Onshore,126,29,Not recommended
Itacoatiara,2018-03-27,6pm,1-2ft,3.5,E,101,8,24,E,Cross-shore,90,27,Not recommended
Itacoatiara,2018-03-28,6am,1-2ft,1.3,SSW,193,11,6,ENE,Offshore,61,25,Not recommended
Itacoatiara,2018-03-28,12pm,2-3ft,2.0,SSW,193,10,10,SE,Onshore,127,29,Not recommended
Itacoatiara,2018-03-28,6pm,2-3ft,2.0,SSW,194,11,24,E,Cross/Offshore,88,27,Not recommended
Itacoatiara,2018-03-29,6am,2-4ft,2.5,S,186,11,9,ENE,Offshore,61,24,Not recommended
Itacoatiara,2018-03-29,12pm,2-3ft,2.0,S,187,10,14,ESE,Cross/Onshore,109,28,Not recommended
Itacoatiara,2018-03-29,6pm,2-4ft,2.5,S,182,12,24,E,Cross-shore,92,27,Not recommended
Itacoatiara,2018-03-30,6am,2-3ft,1.9,S,183,11,6,NE,Offshore,51,24,Not recommended
Itacoatiara,2018-03-30,12pm,2-3ft,1.6,S,184,11,10,SE,Onshore,128,28,Not recommended
Itacoatiara,2018-03-30,6pm,2-3ft,1.8,S,179,12,21,E,Cross-shore,96,27,Not recommended
Itacoatiara,2018-03-31,6am,2ft,1.5,S,177,11,4,NE,Offshore,52,24,Not recommended
Itacoatiara,2018-03-31,12pm,1-2ft,1.3,S,177,11,10,SE,Onshore,126,28,Not recommended
Itacoatiara,2018-03-31,6pm,1-2ft,1.2,S,175,10,24,E,Cross-shore,93,27,Not recommended
Itacoatiara,2018-01-04,6am,1-2ft,0.9,SSE,149,13,5,NNE,Offshore,32,24,Mediocre
Itacoatiara,2018-01-04,12pm,1ft,0.9,SSE,149,13,7,ESE,Cross/Onshore,117,30,Mediocre
Itacoatiara,2018-01-04,6pm,1ft,3.0,ESE,104,7,17,ESE,Cross/Onshore,102,28,Mediocre
Itacoatiara,2018-02-04,6am,1ft,0.7,SSE,148,12,5,NNE,Offshore,17,26,Mediocre
Itacoatiara,2018-02-04,12pm,1ft,0.6,S,184,13,7,S,Onshore,171,31,Mediocre
Itacoatiara,2018-02-04,6pm,1ft,0.8,S,185,12,9,ESE,Cross/Onshore,118,27,Mediocre
Itacoatiara,2018-03-04,6am,1-2ft,1.0,S,188,10,4,NNW,Offshore,340,26,Mediocre
Itacoatiara,2018-03-04,12pm,1-2ft,1.1,S,187,10,13,SW,Onshore,214,29,Mediocre
Itacoatiara,2018-03-04,6pm,1-2ft,1.1,S,190,9,9,SSW,Onshore,209,26,Mediocre
Itacoatiara,2018-04-04,6am,1-2ft,1.0,SSW,198,9,9,W,Cross-shore,274,25,Mediocre
Itacoatiara,2018-04-04,12pm,2-3ft,2.0,SSW,203,9,11,SSW,Onshore,204,27,Mediocre
Itacoatiara,2018-04-04,6pm,2-3ft,2.5,SSW,196,9,9,S,Onshore,174,26,Mediocre
Itacoatiara,2018-05-04,6am,3-4ft,3.0,S,182,10,1,NNE,Offshore,13,24,Mediocre
Itacoatiara,2018-05-04,12pm,3-4ft,3.0,S,178,9,10,SE,Onshore,144,27,Mediocre
Itacoatiara,2018-05-04,6pm,3-4ft,3.5,S,173,9,13,ESE,Cross/Onshore,113,26,Mediocre
Itacoatiara,2018-06-04,6am,2-4ft,3.0,S,169,9,8,E,Cross-shore,95,24,Mediocre
Itacoatiara,2018-06-04,12pm,2-4ft,3.0,SSE,166,9,12,SE,Onshore,126,27,Mediocre
Itacoatiara,2018-06-04,6pm,2-3ft,2.5,SSE,167,9,16,ESE,Cross/Onshore,116,25,Mediocre
Itacoatiara,2018-07-04,6am,2-3ft,2.5,SSE,158,8,3,NNE,Offshore,27,23,Mediocre
Itacoatiara,2018-07-04,12pm,2-3ft,2.5,SSE,156,8,12,ESE,Onshore,123,26,Mediocre
Itacoatiara,2018-07-04,6pm,2-3ft,2.0,SSE,159,8,17,ESE,Cross/Onshore,101,25,Mediocre
Itacoatiara,2018-08-04,6am,2ft,1.1,S,185,17,6,ENE,Offshore,63,24,Mediocre
Itacoatiara,2018-08-04,12pm,2-3ft,1.6,S,186,15,9,SE,Onshore,130,27,Mediocre
Itacoatiara,2018-08-04,6pm,2-3ft,1.7,S,189,14,16,ESE,Cross/Onshore,103,26,Mediocre
Itacoatiara,2018-09-04,6am,2-3ft,1.6,SSW,194,12,5,NNE,Offshore,23,23,Mediocre
Itacoatiara,2018-09-04,12pm,2-3ft,1.7,SSW,194,12,9,ESE,Cross/Onshore,114,27,Mediocre
Itacoatiara,2018-09-04,6pm,2-3ft,1.7,SSW,194,12,16,ESE,Cross/Onshore,109,26,Mediocre
Itacoatiara,2018-10-04,6am,2-3ft,1.8,SSW,194,11,6,NNE,Offshore,20,22,Mediocre
Itacoatiara,2018-10-04,12pm,2-3ft,1.7,SSW,192,11,6,SE,Onshore,131,27,Mediocre
Itacoatiara,2018-10-04,6pm,2-3ft,1.8,S,190,10,16,ESE,Cross/Onshore,110,26,Mediocre
Itacoatiara,2018-11-04,6am,2-3ft,2.0,S,185,10,5,NE,Offshore,46,23,Mediocre
Itacoatiara,2018-11-04,12pm,2ft,1.7,S,188,9,12,ESE,Cross/Onshore,106,27,Mediocre
Itacoatiara,2018-11-04,6pm,3-4ft,2.5,S,179,12,20,E,Cross-shore,92,26,Mediocre
Itacoatiara,2018-12-04,6am,3-5ft,3.5,S,177,12,6,NE,Offshore,46,24,Mediocre
Itacoatiara,2018-12-04,12pm,2-4ft,2.5,S,181,11,6,E,Cross-shore,94,27,Mediocre
Itacoatiara,2018-12-04,6pm,2-3ft,2.5,S,181,11,9,ESE,Cross/Onshore,107,26,Mediocre
Itacoatiara,2018-04-13,6am,2-4ft,2.5,S,175,13,3,NNE,Offshore,27,24,Mediocre
Itacoatiara,2018-04-13,12pm,2-3ft,2.0,S,173,12,5,SSE,Onshore,154,28,Mediocre
Itacoatiara,2018-04-13,6pm,2-3ft,1.9,S,171,11,11,ESE,Cross/Onshore,111,27,Mediocre
Itacoatiara,2018-04-14,6am,1-2ft,1.4,SSE,167,11,12,W,Cross/Onshore,263,25,Mediocre
Itacoatiara,2018-04-14,12pm,1-2ft,1.2,SSE,165,11,13,SW,Onshore,227,27,Mediocre
Itacoatiara,2018-04-14,6pm,1-2ft,1.0,SSE,164,11,7,SW,Onshore,217,25,Mediocre
Itacoatiara,2018-04-15,6am,3-5ft,4.5,S,181,9,6,WNW,Cross/Offshore,293,23,Mediocre
Itacoatiara,2018-04-15,12pm,4-6ft,5.5,SSE,166,9,14,ESE,Cross/Onshore,114,24,Mediocre
Itacoatiara,2018-04-15,6pm,4-6ft,4.0,S,183,13,24,ESE,Cross/Onshore,103,24,Mediocre
Itacoatiara,2018-04-16,6am,4-5ft,4.0,S,184,12,14,E,Cross/Offshore,87,23,Mediocre
Itacoatiara,2018-04-16,12pm,3-5ft,4.0,S,184,12,14,E,Cross-shore,100,25,Mediocre
Itacoatiara,2018-04-16,6pm,3-5ft,3.5,S,183,11,17,E,Cross-shore,92,23,Mediocre
Itacoatiara,2018-04-17,6am,3-4ft,3.5,S,178,11,8,NNE,Offshore,31,21,Mediocre
Itacoatiara,2018-04-17,12pm,3-4ft,3.0,S,172,10,11,ESE,Cross/Onshore,103,25,Mediocre
Itacoatiara,2018-04-17,6pm,3-4ft,3.5,S,171,10,16,E,Cross/Offshore,86,24,Mediocre
Itacoatiara,2018-04-18,6am,3-4ft,3.5,SSE,162,10,7,N,Offshore,360,21,Mediocre
Itacoatiara,2018-04-18,12pm,4-6ft,4.5,SSE,158,13,10,ESE,Cross/Onshore,116,25,Mediocre
Itacoatiara,2018-04-18,6pm,4-6ft,5.0,SSE,153,12,17,E,Cross-shore,92,24,Mediocre
Itacoatiara,2018-04-19,6am,4-6ft,4.5,SSE,151,12,5,NNE,Offshore,13,21,Mediocre
Itacoatiara,2018-04-19,12pm,3-5ft,4.5,SSE,150,12,6,SE,Onshore,141,25,Mediocre
Itacoatiara,2018-04-19,6pm,3-5ft,4.0,SSE,149,12,18,E,Cross-shore,90,24,Mediocre
Itacoatiara,2018-04-20,6am,3-4ft,4.0,SE,138,11,3,NNE,Offshore,26,22,Mediocre
Itacoatiara,2018-04-20,12pm,2-4ft,3.0,SSE,146,11,7,SSE,Onshore,149,26,Mediocre
Itacoatiara,2018-04-20,6pm,2-3ft,3.0,SE,137,11,13,ESE,Cross/Onshore,103,25,Mediocre
Itacoatiara,2018-04-21,6am,2ft,2.5,SE,131,9,6,ENE,Cross/Offshore,74,23,Mediocre
Itacoatiara,2018-04-21,12pm,2ft,1.4,S,182,13,8,ESE,Cross/Onshore,102,25,Mediocre
Itacoatiara,2018-04-21,6pm,2-3ft,1.6,S,184,12,19,E,Cross-shore,91,25,Mediocre
Itacoatiara,2018-04-22,6am,2-3ft,1.6,S,187,11,7,ENE,Offshore,59,22,Mediocre
Itacoatiara,2018-04-22,12pm,2-3ft,1.6,S,187,11,7,SE,Onshore,133,26,Mediocre
Itacoatiara,2018-04-22,6pm,2ft,1.6,S,187,10,23,E,Cross/Offshore,82,25,Mediocre
Itacoatiara,2018-04-23,6am,1-2ft,1.4,S,184,10,5,NE,Offshore,39,22,Mediocre
Itacoatiara,2018-04-23,12pm,2-3ft,1.5,SSE,159,14,7,SSE,Onshore,150,26,Mediocre
Itacoatiara,2018-04-23,6pm,2-3ft,1.9,SSE,165,14,17,E,Cross-shore,95,25,Mediocre
Itacoatiara,2018-04-24,6am,2-3ft,2.0,SSE,157,14,2,NNE,Offshore,18,23,Mediocre
Itacoatiara,2018-04-24,12pm,2-3ft,2.0,SSE,152,13,8,S,Onshore,172,26,Mediocre
Itacoatiara,2018-04-24,6pm,2-3ft,2.5,SSE,154,13,14,E,Cross-shore,100,25,Mediocre
Itacoatiara,2018-04-25,6am,2-3ft,2.0,SSE,151,12,3,ENE,Offshore,66,23,Mediocre
Itacoatiara,2018-04-25,12pm,2-3ft,2.0,SSE,151,11,6,S,Onshore,172,26,Mediocre
Itacoatiara,2018-04-25,6pm,2-3ft,2.0,SSE,150,11,15,ESE,Cross/Onshore,111,25,Mediocre
Itacoatiara,2018-04-26,6am,2ft,1.7,SSE,149,11,3,NE,Offshore,51,23,Mediocre
Itacoatiara,2018-04-26,12pm,1-2ft,1.6,SSE,148,11,5,SSE,Onshore,167,26,Mediocre
Itacoatiara,2018-04-26,6pm,1-2ft,1.4,SSE,147,10,13,ESE,Cross/Onshore,113,25,Mediocre
Itacoatiara,2018-04-27,6am,1-2ft,1.1,SE,145,10,3,NNE,Offshore,22,23,Mediocre
Itacoatiara,2018-04-27,12pm,1-2ft,1.1,SE,144,10,6,SE,Onshore,136,27,Mediocre
Itacoatiara,2018-04-27,6pm,1-2ft,1.0,S,191,9,17,E,Cross/Onshore,100,25,Mediocre
Itacoatiara,2018-04-28,6am,1-2ft,1.3,S,184,8,7,ENE,Offshore,58,23,Mediocre
Itacoatiara,2018-04-28,12pm,1-2ft,1.4,S,178,8,9,ESE,Cross/Onshore,106,27,Mediocre
Itacoatiara,2018-04-28,6pm,1-2ft,1.4,S,171,8,20,E,Cross-shore,92,25,Mediocre
Itacoatiara,2018-04-29,6am,1-2ft,1.5,SSE,160,8,11,ENE,Cross/Offshore,72,22,Mediocre
Itacoatiara,2018-04-29,12pm,1-2ft,1.8,SSE,152,8,7,ESE,Cross/Onshore,102,26,Mediocre
Itacoatiara,2018-04-29,6pm,1-2ft,1.8,SSE,148,8,21,E,Cross-shore,92,25,Mediocre
Itacoatiara,2018-04-30,6am,1-2ft,1.9,SE,141,8,5,NE,Offshore,35,22,Mediocre
Itacoatiara,2018-04-30,12pm,1-2ft,2.0,SE,138,8,4,SE,Onshore,127,27,Mediocre
Itacoatiara,2018-04-30,6pm,1-2ft,1.9,SE,135,9,13,E,Cross-shore,99,26,Mediocre
Itacoatiara,2018-01-05,6am,2ft,1.3,S,175,14,7,NW,Offshore,323,24,Good
Itacoatiara,2018-01-05,12pm,1-2ft,1.2,S,187,13,11,SW,Onshore,230,28,Good
Itacoatiara,2018-01-05,6pm,2-3ft,1.7,S,184,12,10,SW,Onshore,219,26,Good
Itacoatiara,2018-02-05,6am,2ft,1.5,SSW,193,10,12,WNW,Cross/Offshore,283,24,Good
Itacoatiara,2018-02-05,12pm,1-2ft,1.5,SSW,192,10,8,SSW,Onshore,211,26,Good
Itacoatiara,2018-02-05,6pm,5-8ft,5.0,S,176,16,13,ESE,Cross/Onshore,110,24,Good
Itacoatiara,2018-03-05,6am,5-8ft,6.5,S,176,13,10,ENE,Cross/Offshore,78,23,Good
Itacoatiara,2018-03-05,12pm,5-8ft,6.0,S,173,13,15,ENE,Cross/Offshore,78,25,Good
Itacoatiara,2018-03-05,6pm,5-8ft,6.5,SSE,166,12,22,E,Cross/Offshore,86,25,Good
Itacoatiara,2018-04-05,6am,4-6ft,5.0,S,170,12,5,NE,Offshore,43,22,Good
Itacoatiara,2018-04-05,12pm,4-6ft,4.5,SSE,166,12,7,ESE,Onshore,123,27,Good
Itacoatiara,2018-04-05,6pm,3-5ft,4.0,SSE,162,12,21,E,Cross/Offshore,90,25,Good
Itacoatiara,2018-05-05,6am,3-5ft,3.5,SSE,156,12,4,NNE,Offshore,32,23,Good
Itacoatiara,2018-05-05,12pm,3-5ft,3.5,SSE,154,12,6,SSE,Onshore,148,27,Good
Itacoatiara,2018-05-05,6pm,3-4ft,3.5,SSE,152,12,11,ESE,Cross/Onshore,105,25,Good
Itacoatiara,2018-06-05,6am,3-4ft,3.0,SSE,149,12,4,WNW,Cross/Offshore,294,23,Good
Itacoatiara,2018-06-05,12pm,2-4ft,3.0,SSE,148,11,10,SW,Onshore,226,26,Good
Itacoatiara,2018-06-05,6pm,2-4ft,3.0,SSE,147,11,8,SSW,Onshore,200,24,Good
Itacoatiara,2018-07-05,6am,2-3ft,2.5,SE,146,11,9,WNW,Cross/Offshore,281,22,Good
Itacoatiara,2018-07-05,12pm,2-3ft,2.5,SE,146,11,10,SW,Onshore,234,25,Good
Itacoatiara,2018-07-05,6pm,2-3ft,2.0,SE,144,11,7,SSW,Onshore,199,24,Good
Itacoatiara,2018-08-05,6am,3-4ft,4.5,SSE,162,8,5,NNW,Offshore,326,22,Good
Itacoatiara,2018-08-05,12pm,3-5ft,5.0,SSE,147,8,14,ESE,Cross/Onshore,104,23,Good
Itacoatiara,2018-08-05,6pm,3-4ft,5.0,SE,139,8,14,E,Cross-shore,99,23,Good
Itacoatiara,2018-09-05,6am,3-4ft,3.0,S,184,13,7,NE,Offshore,37,21,Good
Itacoatiara,2018-09-05,12pm,3-5ft,3.0,S,177,16,15,E,Cross-shore,94,24,Good
Itacoatiara,2018-09-05,6pm,4-6ft,4.0,S,180,15,20,E,Cross-shore,94,24,Good
Itacoatiara,2018-10-05,6am,3-5ft,3.5,S,181,13,12,NE,Offshore,52,21,Good
Itacoatiara,2018-10-05,12pm,3-5ft,3.0,S,182,13,9,ESE,Cross/Onshore,115,25,Good
Itacoatiara,2018-10-05,6pm,3-4ft,2.5,S,182,12,21,E,Cross-shore,91,24,Good
Itacoatiara,2018-11-05,6am,2-3ft,2.0,S,180,11,6,NE,Offshore,47,21,Good
Itacoatiara,2018-11-05,12pm,2-3ft,1.9,S,177,11,4,SE,Onshore,127,27,Good
Itacoatiara,2018-11-05,6pm,2-3ft,1.7,S,175,11,14,E,Cross-shore,99,25,Good
Itacoatiara,2018-12-05,6am,1-2ft,1.3,S,172,11,5,NNW,Offshore,327,23,Good
Itacoatiara,2018-12-05,12pm,1-2ft,1.1,S,171,11,5,WNW,Cross/Offshore,292,29,Good
Itacoatiara,2018-12-05,6pm,1-2ft,1.1,S,179,14,15,SW,Onshore,224,25,Good
Itacoatiara,2018-05-13,6am,1-2ft,1.8,SSW,200,5,9,WSW,Onshore,238,23,Good
Itacoatiara,2018-05-13,12pm,2-4ft,3.0,SSW,200,10,10,SSW,Onshore,208,24,Good
Itacoatiara,2018-05-13,6pm,3-4ft,3.5,SSW,199,9,5,S,Onshore,173,24,Good
Itacoatiara,2018-05-14,6am,3-5ft,4.0,SSW,193,11,5,NNE,Offshore,29,22,Good
Itacoatiara,2018-05-14,12pm,3-5ft,4.5,S,190,10,10,ESE,Cross/Onshore,103,25,Good
Itacoatiara,2018-05-14,6pm,5-8ft,5.5,S,180,13,21,E,Cross/Offshore,89,24,Good
Itacoatiara,2018-05-15,6am,4-6ft,5.0,S,184,12,11,ENE,Offshore,61,22,Good
Itacoatiara,2018-05-15,12pm,4-6ft,4.5,S,183,12,9,ESE,Cross/Onshore,115,26,Good
Itacoatiara,2018-05-15,6pm,3-4ft,3.0,SSE,166,13,12,E,Cross-shore,96,25,Good
Itacoatiara,2018-05-16,6am,3-5ft,3.5,SSE,161,12,7,N,Offshore,353,23,Good
Itacoatiara,2018-05-16,12pm,3-4ft,3.0,SSE,160,12,8,SW,Onshore,216,28,Good
Itacoatiara,2018-05-16,6pm,2-4ft,2.5,SSE,159,12,7,SSW,Onshore,203,25,Good
Itacoatiara,2018-05-17,6am,2-3ft,2.0,SSE,162,11,9,W,Cross/Onshore,265,23,Good
Itacoatiara,2018-05-17,12pm,2-3ft,1.9,SSE,160,10,5,S,Onshore,173,24,Good
Itacoatiara,2018-05-17,6pm,2-3ft,2.5,S,176,6,14,ESE,Cross/Onshore,106,23,Good
Itacoatiara,2018-05-18,6am,4-6ft,4.5,S,180,11,15,ENE,Cross/Offshore,71,22,Good
Itacoatiara,2018-05-18,12pm,3-5ft,4.5,S,180,11,13,E,Cross-shore,93,26,Good
Itacoatiara,2018-05-18,6pm,3-5ft,3.5,S,190,10,23,E,Cross/Offshore,83,25,Good
Itacoatiara,2018-05-19,6am,3-4ft,3.0,S,188,11,11,NNE,Offshore,19,24,Good
Itacoatiara,2018-05-19,12pm,3-5ft,3.5,S,183,14,12,NNW,Offshore,335,29,Good
Itacoatiara,2018-05-19,6pm,4-6ft,4.0,S,180,14,14,NNW,Offshore,338,29,Good
Itacoatiara,2018-05-20,6am,4-6ft,4.0,S,181,13,25,WSW,Onshore,238,22,Good
Itacoatiara,2018-05-20,12pm,4-6ft,6.0,SW,217,8,24,SW,Onshore,235,23,Good
Itacoatiara,2018-05-20,6pm,4-6ft,6.5,SW,214,9,23,SW,Onshore,224,23,Good
Itacoatiara,2018-05-21,6am,6-10ft,8.5,S,188,13,9,WNW,Cross/Offshore,300,21,Good
Itacoatiara,2018-05-21,12pm,6-9ft,8.0,S,183,13,7,SW,Onshore,217,22,Good
