Spot,date,time,range,height_ft,swell_dir,swell_angle,period_sec,wind_kmh,wind_dir,wind,wind_angle,temp_°c,Conditions,Location,Longitud,Latitude
Padang-Padang,13/05,6am,Plano,3.0,SSW,209,14,24,ESE,Offshore,103,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,13/05,12pm,Plano,2.5,SSW,210,17,20,ESE,Cross/Offshore,122,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,13/05,6pm,Plano,3.5,SSW,209,17,20,ESE,Cross/Offshore,116,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,14/05,6am,Plano,6.0,SSW,207,16,23,ESE,Cross/Offshore,118,27,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,14/05,12pm,Plano,5.5,SSW,208,16,21,ESE,Cross/Offshore,118,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,14/05,6pm,Plano,5.5,SSW,209,15,19,ESE,Cross/Offshore,118,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,15/05,6am,Plano,4.0,SSW,210,14,19,ESE,Cross/Offshore,114,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,15/05,12pm,Plano,3.5,SSW,211,14,21,SE,Cross-shore,125,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,15/05,6pm,Plano,3.5,SSW,211,14,20,ESE,Cross/Offshore,117,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,16/05,6am,Plano,3.0,SSW,212,13,22,ESE,Cross/Offshore,114,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,16/05,12pm,Plano,3.0,SW,214,13,21,SE,Cross-shore,127,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,16/05,6pm,Plano,2.5,SSW,213,13,19,ESE,Cross/Offshore,118,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,17/05,6am,Plano,4.5,SW,216,17,21,ESE,Cross/Offshore,109,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,17/05,12pm,Plano,5.0,SW,216,16,18,SE,Cross-shore,133,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,17/05,6pm,Plano,5.5,SW,215,16,18,SE,Cross/Offshore,124,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,18/05,6am,Plano,5.5,SW,215,15,22,ESE,Cross/Offshore,121,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,18/05,12pm,Plano,5.5,SSW,214,16,16,SE,Cross/Offshore,124,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,18/05,6pm,Plano,6.0,SSW,213,16,11,SE,Cross/Offshore,124,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,19/05,6am,Plano,5.5,SSW,213,15,8,E,Offshore,95,27,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,19/05,12pm,Plano,5.5,SW,216,15,11,ESE,Cross/Offshore,123,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,19/05,6pm,Plano,5.0,SSW,204,17,3,E,Offshore,85,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,20/05,6am,Plano,6.0,SSW,209,16,13,E,Offshore,96,27,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,20/05,12pm,Plano,6.0,SSW,209,16,22,ESE,Cross/Offshore,114,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,20/05,6pm,Plano,5.5,SSW,209,15,23,ESE,Cross/Offshore,115,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,21/05,6am,Plano,5.0,SSW,209,14,11,E,Offshore,100,27,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,21/05,12pm,Plano,4.5,SSW,208,14,5,SE,Cross/Onshore,136,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,21/05,6pm,Plano,4.0,SSW,207,13,6,NE,Offshore,51,26,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,22/05,6am,Plano,3.0,SSW,204,13,8,WNW,Cross/Onshore,298,27,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,22/05,12pm,Plano,3.0,SSW,204,12,8,WSW,Onshore,243,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,22/05,6pm,Plano,2.5,SSW,202,12,3,WSW,Onshore,257,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,23/05,6am,Plano,1.7,SSW,199,11,5,N,Offshore,9,27,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,23/05,12pm,Plano,1.9,SSW,204,14,11,WSW,Onshore,258,29,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,23/05,6pm,Plano,1.8,SSW,203,14,9,WSW,Onshore,243,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,24/05,6am,Plano,2.5,SSE,165,8,5,WSW,Onshore,254,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,24/05,12pm,Plano,2.0,SW,225,15,9,WSW,Onshore,245,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,24/05,6pm,Plano,2.0,W,271,12,3,SSW,Onshore,201,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,25/05,6am,Plano,2.5,SW,220,17,3,NNW,Cross/Offshore,333,27,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,25/05,12pm,Plano,4.0,SW,223,17,5,SW,Onshore,225,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,25/05,6pm,Plano,5.5,SW,222,16,2,ENE,Offshore,62,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,26/05,6am,Plano,7.0,SW,219,16,4,NNE,Offshore,26,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,26/05,12pm,Plano,8.0,SW,218,16,7,SSW,Onshore,202,29,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,26/05,6pm,Plano,9.0,SW,216,16,7,SSE,Onshore,161,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,27/05,6am,Plano,9.5,SW,214,15,2,NE,Offshore,56,27,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,27/05,12pm,Plano,9.5,SSW,205,14,5,SW,Onshore,221,29,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,27/05,6pm,Plano,8.0,SSW,212,16,2,E,Offshore,94,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,28/05,6am,Plano,9.0,SSW,205,15,4,E,Offshore,85,27,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,28/05,12pm,Plano,8.5,SSW,203,15,12,SE,Cross/Onshore,139,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,28/05,6pm,Plano,8.0,SSW,202,15,11,ESE,Cross/Offshore,108,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,29/05,6am,Plano,9.5,SSW,207,18,3,WSW,Onshore,251,27,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,29/05,12pm,Plano,9.0,SSW,205,17,4,SSE,Onshore,159,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,29/05,6pm,Plano,8.5,SSW,204,16,9,ESE,Cross/Offshore,108,29,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,30/05,6am,Plano,8.5,SSW,199,16,5,NE,Offshore,56,27,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,30/05,12pm,Plano,8.0,SSW,200,15,17,ESE,Cross/Offshore,111,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,30/05,6pm,Plano,7.0,SSW,209,15,20,ESE,Cross/Offshore,120,29,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,31/05,6am,Plano,5.5,SSW,211,14,11,E,Offshore,91,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,31/05,12pm,Plano,5.5,SSW,211,14,11,SE,Cross-shore,132,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,31/05,6pm,Plano,7.0,SSW,208,15,15,ESE,Cross/Offshore,108,28,Good,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,01/06,6am,Plano,7.5,SSW,208,16,19,ESE,Offshore,101,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,01/06,12pm,Plano,7.5,SSW,208,16,18,ESE,Cross/Offshore,113,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,01/06,6pm,Plano,7.0,SSW,208,15,17,ESE,Cross/Offshore,110,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,02/06,6am,Plano,6.0,SSW,209,14,15,E,Offshore,86,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,02/06,12pm,Plano,5.5,SSW,209,14,17,SE,Cross-shore,127,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,02/06,6pm,Plano,5.0,SSW,209,14,15,ESE,Cross/Offshore,112,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,03/06,6am,Plano,5.0,SSW,204,14,17,E,Offshore,88,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,03/06,12pm,Plano,4.5,SSW,204,14,19,ESE,Cross/Offshore,118,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,03/06,6pm,Plano,4.5,SSW,204,13,18,E,Offshore,99,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,04/06,6am,Plano,3.5,SSW,207,13,23,ESE,Offshore,103,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,04/06,12pm,Plano,4.0,SSW,211,14,20,ESE,Cross/Offshore,114,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,04/06,6pm,Plano,3.5,SW,215,18,22,ESE,Cross/Offshore,118,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,05/06,6am,Plano,4.5,SW,217,16,22,ESE,Cross/Offshore,118,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,05/06,12pm,Plano,5.0,SW,219,16,18,SE,Cross-shore,127,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,05/06,6pm,Plano,4.5,SW,218,15,19,ESE,Cross/Offshore,122,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,06/06,6am,Plano,6.0,SW,222,17,20,SE,Cross-shore,133,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,06/06,12pm,Plano,6.0,SW,222,17,16,SE,Cross/Onshore,138,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,06/06,6pm,Plano,6.5,SW,222,17,15,SE,Cross/Onshore,136,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,07/06,6am,Plano,6.0,SW,222,16,10,SE,Cross/Onshore,141,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,07/06,12pm,Plano,6.0,SW,222,16,11,SE,Cross/Onshore,141,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,07/06,6pm,Plano,5.5,SW,222,15,11,ESE,Cross/Offshore,120,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,08/06,6am,Plano,4.5,SW,222,15,15,ESE,Cross/Offshore,121,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,08/06,12pm,Plano,4.5,SW,222,14,12,SE,Cross/Onshore,136,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,08/06,6pm,Plano,4.0,SW,222,14,10,SE,Cross-shore,125,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,09/06,6am,Plano,3.5,SW,222,14,5,NE,Offshore,48,26,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,09/06,12pm,Plano,3.5,SW,222,13,10,SE,Cross/Onshore,136,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,09/06,6pm,Plano,3.5,SW,222,13,13,ESE,Cross/Offshore,112,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,10/06,6am,Plano,3.0,SW,219,18,9,E,Offshore,83,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,10/06,12pm,Plano,3.5,SW,220,18,12,ESE,Cross/Offshore,120,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,10/06,6pm,Plano,4.5,SW,220,17,10,ESE,Cross/Offshore,115,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,11/06,6am,Plano,5.5,SW,220,16,4,NNE,Offshore,17,26,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,11/06,12pm,Plano,6.0,SW,220,16,7,SSE,Onshore,157,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,11/06,6pm,Plano,6.0,SW,220,15,10,E,Offshore,82,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,12/06,6am,Plano,6.0,SW,219,16,9,E,Offshore,94,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,12/06,12pm,Plano,5.0,SW,223,15,11,SE,Cross-shore,128,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,12/06,6pm,Plano,5.5,SW,221,15,9,SE,Cross-shore,126,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,13/06,6am,Plano,4.5,SW,226,15,11,ESE,Cross/Offshore,110,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,13/06,12pm,Plano,4.0,SW,227,14,10,SE,Cross-shore,134,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,13/06,6pm,Plano,4.0,SW,226,14,15,ESE,Cross/Offshore,121,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,14/06,6am,Plano,3.5,SW,225,13,16,ESE,Offshore,104,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,14/06,12pm,Plano,3.0,SW,224,14,16,SE,Cross/Offshore,124,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,14/06,6pm,Plano,4.0,SW,215,13,18,ESE,Cross/Offshore,113,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,15/06,6am,Plano,4.0,SSW,204,18,19,ESE,Cross/Offshore,110,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,15/06,12pm,Plano,5.5,SSW,206,17,18,ESE,Cross/Offshore,122,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,15/06,6pm,Plano,7.0,SSW,207,17,17,ESE,Cross/Offshore,112,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,16/06,6am,Plano,6.5,SSW,206,16,16,E,Offshore,97,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,16/06,12pm,Plano,7.5,SSW,203,16,17,ESE,Cross/Offshore,117,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,16/06,6pm,Plano,7.5,SSW,203,16,16,ESE,Cross/Offshore,114,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,17/06,6am,Plano,7.5,SSW,204,16,13,ESE,Cross/Offshore,107,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,17/06,12pm,Plano,7.5,SSW,204,16,19,SE,Cross-shore,126,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,17/06,6pm,Plano,7.0,SSW,205,16,21,ESE,Cross/Offshore,115,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,18/06,6am,Plano,6.5,SSW,207,15,20,E,Offshore,100,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,18/06,12pm,Plano,6.5,SSW,209,15,20,ESE,Cross/Offshore,119,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,18/06,6pm,Plano,6.0,SSW,211,15,23,ESE,Cross/Offshore,121,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,19/06,6am,Plano,4.5,SSW,213,14,21,ESE,Cross/Offshore,122,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,19/06,12pm,Plano,4.5,SW,219,19,20,SE,Cross-shore,130,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,19/06,6pm,Plano,7.0,SW,216,18,16,SE,Cross-shore,127,28,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,20/06,6am,Plano,8.0,SW,214,16,20,ESE,Cross/Offshore,117,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,20/06,12pm,Plano,7.5,SW,215,15,18,SE,Cross-shore,127,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,20/06,6pm,Plano,6.0,SW,217,15,20,ESE,Cross/Offshore,118,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,21/06,6am,Plano,6.5,SSW,212,15,19,ESE,Cross/Offshore,117,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,21/06,12pm,Plano,6.0,SSW,211,14,22,ESE,Cross/Offshore,123,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,21/06,6pm,Plano,5.5,SSW,210,14,20,ESE,Cross/Offshore,115,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,22/06,6am,Plano,2.5,SW,225,19,15,ESE,Cross/Offshore,113,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,22/06,12pm,Plano,3.5,SW,225,18,17,ESE,Cross/Offshore,120,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,22/06,6pm,Plano,3.5,SW,226,18,17,ESE,Cross/Offshore,123,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,23/06,6am,Plano,6.0,SW,225,16,18,ESE,Cross/Offshore,110,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,23/06,12pm,Plano,6.5,SW,225,16,18,ESE,Cross/Offshore,123,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,23/06,6pm,Plano,6.5,SW,224,15,17,ESE,Cross/Offshore,118,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,24/06,6am,Plano,6.5,SW,223,15,23,ESE,Cross/Offshore,110,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,24/06,12pm,Plano,6.5,SW,222,15,21,ESE,Cross/Offshore,117,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,24/06,6pm,Plano,6.5,SW,220,15,19,ESE,Cross/Offshore,108,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,25/06,6am,Plano,7.0,SW,215,15,13,ESE,Cross/Offshore,117,26,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,25/06,12pm,Plano,7.0,SW,214,14,16,SE,Cross-shore,133,26,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,25/06,6pm,Plano,6.5,SSW,214,14,18,SE,Cross-shore,133,26,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,26/06,6am,Plano,5.5,SSW,212,13,15,ESE,Cross/Offshore,114,26,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,26/06,12pm,Plano,5.0,SSW,211,13,14,SE,Cross/Onshore,137,26,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,26/06,6pm,Plano,4.0,SSW,208,18,12,SE,Cross-shore,131,26,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,27/06,6am,Plano,5.5,SSW,207,17,10,E,Offshore,100,26,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,27/06,12pm,Plano,6.5,SSW,207,16,13,SE,Cross-shore,131,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,27/06,6pm,Plano,6.5,SSW,207,16,13,ESE,Cross/Offshore,121,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,28/06,6am,Plano,5.5,SSW,207,14,12,E,Offshore,96,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,28/06,12pm,Plano,5.0,SSW,208,14,14,ESE,Cross/Offshore,120,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,28/06,6pm,Plano,4.5,SSW,208,14,13,ESE,Cross/Offshore,119,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,29/06,6am,Plano,4.0,SSW,210,13,15,ESE,Cross/Offshore,112,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,29/06,12pm,Plano,5.0,SSW,212,16,18,SE,Cross-shore,127,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,29/06,6pm,Plano,5.5,SSW,212,16,15,ESE,Cross/Offshore,111,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,30/06,6am,Plano,7.0,SSW,212,15,17,SE,Cross-shore,125,26,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,30/06,12pm,Plano,7.5,SSW,211,15,16,SE,Cross/Onshore,141,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,30/06,6pm,Plano,7.5,SSW,212,15,17,SE,Cross-shore,128,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,01/07,6am,Plano,8.0,SSW,210,16,18,ESE,Cross/Offshore,120,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,01/07,12pm,Plano,8.0,SSW,210,15,19,SE,Cross-shore,133,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,01/07,6pm,Plano,10.5,SSW,209,18,19,ESE,Cross/Offshore,122,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,02/07,6am,Plano,9.5,SSW,210,17,17,ESE,Offshore,105,26,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,02/07,12pm,Plano,9.0,SSW,210,16,17,SE,Cross-shore,130,26,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,02/07,6pm,Plano,8.0,SSW,210,16,11,SE,Cross-shore,131,26,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
Padang-Padang,03/07,6am,Plano,6.5,SSW,210,15,14,SE,Cross-shore,128,27,Epic,"(-8.810859934998652, 115.10375528598694)",115.10375528598694,-8.810859934998652
