Spot,date,time,range,height_ft,swell_dir,swell_angle,period_sec,wind_kmh,wind_dir,wind,wind_angle,temp_°c,Conditions,Location,Longitud,Latitude
Nazare,05/01,6am,9-14ft,6.0,NW,318,13,4,SE,Offshore,126,6,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,05/01,12pm,8-13ft,5.0,NW,321,13,11,E,Offshore,93,13,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,05/01,6pm,7-11ft,4.5,NW,324,13,3,NNW,Onshore,327,8,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,06/01,6am,5-8ft,3.0,NNW,327,12,1,ESE,Offshore,122,5,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,06/01,12pm,4-6ft,2.5,NNW,329,12,2,W,Onshore,280,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,06/01,6pm,3-5ft,1.8,WNW,282,11,4,NE,Cross/Offshore,37,7,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,07/01,6am,7-11ft,4.0,WNW,288,12,2,E,Offshore,87,5,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,07/01,12pm,8-13ft,5.5,WNW,288,12,4,N,Cross/Onshore,0,13,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,07/01,6pm,9-14ft,6.0,WNW,287,12,5,N,Cross/Onshore,6,7,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,08/01,6am,8-13ft,5.5,WNW,287,12,6,NNE,Cross/Onshore,16,4,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,08/01,12pm,8-12ft,5.5,WNW,286,11,10,NNW,Onshore,345,13,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,08/01,6pm,16-26ft,10.0,WNW,284,19,5,NNW,Onshore,329,10,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,09/01,6am,16-26ft,11.5,WNW,283,16,2,ESE,Offshore,119,11,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,09/01,12pm,14-24ft,10.5,WNW,282,16,7,W,Onshore,276,16,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,09/01,6pm,14-22ft,9.5,WNW,285,15,23,NNW,Onshore,346,11,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,10/01,6am,18-30ft,15.0,NW,304,15,19,N,Onshore,358,7,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,10/01,12pm,16-26ft,13.0,NW,306,14,21,N,Onshore,360,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,10/01,6pm,12-18ft,9.0,NW,321,13,11,N,Cross/Onshore,8,8,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,11/01,6am,9-14ft,6.5,NW,323,12,3,ESE,Offshore,101,5,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,11/01,12pm,8-12ft,5.5,NW,325,12,5,SSE,Offshore,158,13,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,11/01,6pm,8-13ft,5.0,WNW,289,12,2,NE,Cross/Offshore,47,7,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,12/01,6am,12-18ft,7.5,WNW,292,14,4,SE,Offshore,136,5,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,12/01,12pm,14-22ft,10.0,WNW,289,16,2,S,Offshore,173,13,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,12/01,6pm,14-22ft,10.0,WNW,287,15,2,N,Onshore,351,6,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,13/01,6am,14-22ft,10.0,WNW,285,15,11,SE,Offshore,133,5,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,13/01,12pm,14-22ft,10.5,WNW,286,15,12,SSE,Offshore,149,10,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,13/01,6pm,14-22ft,9.5,WNW,287,14,13,SE,Offshore,143,10,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,14/01,6am,16-26ft,12.5,WNW,293,15,17,SE,Offshore,129,9,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,14/01,12pm,20-30ft,15.0,WNW,293,16,24,SE,Offshore,140,11,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,14/01,6pm,18-28ft,13.5,WNW,289,16,28,S,Offshore,170,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,15/01,6am,16-26ft,13.0,WNW,284,15,26,SE,Offshore,145,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,15/01,12pm,16-26ft,13.0,WNW,286,14,19,SSW,Cross-shore,203,16,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,15/01,6pm,14-20ft,10.0,W,279,13,26,S,Offshore,170,13,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,16/01,6am,12-18ft,8.0,W,270,14,30,SSE,Offshore,151,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,16/01,12pm,10-16ft,8.5,W,261,13,31,S,Cross/Offshore,187,16,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,16/01,6pm,12-18ft,10.5,W,261,11,21,WSW,Onshore,239,13,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,17/01,6am,12-18ft,8.5,W,279,12,5,NNW,Onshore,330,10,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,17/01,12pm,10-16ft,8.0,WNW,281,12,2,N,Cross/Onshore,5,15,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,17/01,6pm,10-16ft,7.5,WNW,285,11,5,SE,Offshore,126,11,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,18/01,6am,12-18ft,9.5,W,269,11,32,WSW,Onshore,245,15,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,18/01,12pm,10-16ft,8.0,W,277,11,16,WNW,Onshore,288,15,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,18/01,6pm,8-12ft,6.5,W,272,9,24,WNW,Onshore,291,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,19/01,6am,10-18ft,10.0,NW,316,9,25,NNW,Onshore,340,10,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,19/01,12pm,14-20ft,10.5,NW,313,13,23,NNE,Cross/Onshore,19,13,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,19/01,6pm,10-16ft,9.0,NW,315,11,33,NNE,Cross/Onshore,18,10,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,20/01,6am,8-13ft,8.5,NNW,340,10,32,NNE,Cross/Offshore,32,4,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,20/01,12pm,7-11ft,7.0,NNW,340,10,18,NE,Offshore,54,10,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,20/01,6pm,7-12ft,3.5,W,277,18,26,NE,Offshore,53,7,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,21/01,6am,10-16ft,5.5,W,278,16,3,ENE,Offshore,58,3,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,21/01,12pm,10-14ft,5.5,W,280,16,9,NE,Offshore,51,10,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,21/01,6pm,9-13ft,5.0,WNW,282,15,6,NNE,Cross/Offshore,32,8,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,22/01,6am,7-11ft,4.0,WNW,290,14,6,NE,Offshore,50,6,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,22/01,12pm,7-10ft,3.5,WNW,294,13,21,E,Offshore,101,13,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,22/01,6pm,6-9ft,3.5,WNW,297,13,17,ENE,Offshore,60,8,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,23/01,6am,5-8ft,3.0,NW,304,12,18,ESE,Offshore,122,7,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,23/01,12pm,5-8ft,2.5,NW,307,12,18,SE,Offshore,131,11,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,23/01,6pm,4-7ft,2.5,NW,309,11,13,ESE,Offshore,105,8,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,24/01,6am,3-5ft,2.0,NW,313,11,18,ESE,Offshore,115,7,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,24/01,12pm,4-7ft,2.0,W,278,14,18,ESE,Offshore,118,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,24/01,6pm,5-7ft,2.5,W,279,14,13,E,Offshore,87,10,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,25/01,6am,5-7ft,2.5,W,280,13,2,ENE,Offshore,72,8,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,25/01,12pm,4-7ft,2.5,W,281,12,7,N,Onshore,354,14,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,25/01,6pm,4-6ft,2.5,W,281,12,4,NNW,Onshore,332,8,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,26/01,6am,4-6ft,2.0,WNW,283,12,4,SSE,Offshore,148,7,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,26/01,12pm,6-9ft,3.0,WNW,288,15,10,S,Cross/Offshore,182,14,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,26/01,6pm,8-13ft,5.0,WNW,291,14,9,SSW,Cross/Offshore,192,10,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,27/01,6am,8-13ft,5.5,WNW,293,13,26,SSE,Offshore,160,10,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,27/01,12pm,9-14ft,6.0,WNW,298,12,25,SW,Cross/Onshore,230,13,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,27/01,6pm,10-16ft,7.5,WNW,288,12,23,SW,Onshore,231,13,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,28/01,6am,14-22ft,10.0,WNW,301,16,18,SW,Cross/Onshore,221,13,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,28/01,12pm,16-24ft,11.5,NW,304,15,18,WSW,Onshore,243,16,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,28/01,6pm,16-24ft,12.0,NW,306,15,10,SSW,Cross-shore,209,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,29/01,6am,16-26ft,12.0,NW,307,15,15,S,Offshore,172,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,29/01,12pm,16-24ft,11.0,NW,307,16,14,S,Cross/Offshore,183,15,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,29/01,6pm,14-22ft,10.0,NW,304,15,14,S,Offshore,176,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,30/01,6am,10-16ft,6.5,NW,313,14,15,SSE,Offshore,149,11,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,30/01,12pm,9-14ft,7.0,W,270,11,20,S,Offshore,179,14,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,30/01,6pm,9-14ft,7.0,W,267,11,21,SSW,Cross/Offshore,194,13,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,31/01,6am,7-11ft,5.5,W,264,10,13,SSE,Offshore,164,14,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,31/01,12pm,6-9ft,4.5,W,262,10,15,SSW,Cross/Onshore,211,16,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,31/01,6pm,6-9ft,5.0,WSW,255,10,24,SW,Cross/Onshore,222,15,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,01/02,6am,7-11ft,5.5,W,269,9,10,S,Cross/Offshore,183,14,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,01/02,12pm,10-16ft,5.5,WNW,284,17,9,SSW,Cross-shore,201,16,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,01/02,6pm,12-20ft,8.5,WNW,282,15,3,S,Offshore,177,15,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,02/02,6am,10-16ft,6.5,WNW,282,13,10,SE,Offshore,128,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,02/02,12pm,9-14ft,6.0,WNW,282,12,14,SE,Offshore,134,17,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,02/02,6pm,9-14ft,6.5,WNW,283,12,5,ESE,Offshore,113,15,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,03/02,6am,14-22ft,9.0,W,278,15,23,ESE,Offshore,122,13,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,03/02,12pm,14-20ft,9.0,W,280,15,13,SE,Offshore,136,18,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,03/02,6pm,12-18ft,8.5,W,279,14,2,SE,Offshore,146,15,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,04/02,6am,10-16ft,7.0,W,281,13,3,SE,Offshore,133,10,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,04/02,12pm,9-14ft,6.5,W,281,12,2,NW,Onshore,311,19,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,04/02,6pm,9-14ft,6.0,WNW,283,12,8,N,Cross/Onshore,8,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,05/02,6am,6-10ft,4.0,W,277,11,5,ESE,Offshore,105,10,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,05/02,12pm,5-8ft,3.5,NNW,330,11,22,ESE,Offshore,114,17,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,05/02,6pm,6-10ft,4.0,NNW,331,13,22,ESE,Offshore,119,14,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,06/02,6am,6-9ft,3.0,W,275,16,20,ESE,Offshore,118,9,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,06/02,12pm,7-10ft,3.5,W,276,15,21,SE,Offshore,135,15,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,06/02,6pm,7-11ft,4.0,W,276,14,3,SSE,Offshore,158,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,07/02,6am,8-13ft,5.0,W,276,14,10,SE,Offshore,128,10,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,07/02,12pm,8-13ft,5.5,W,276,13,10,SSE,Offshore,147,16,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,07/02,6pm,9-14ft,5.5,W,277,13,4,WSW,Onshore,252,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,08/02,6am,8-13ft,5.5,W,277,12,11,SW,Cross/Onshore,214,11,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,08/02,12pm,10-16ft,7.5,WNW,285,13,12,S,Offshore,176,14,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,08/02,6pm,12-20ft,9.5,WNW,288,13,13,NNW,Onshore,343,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,09/02,6am,12-20ft,9.0,WNW,289,13,3,SSE,Offshore,148,8,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,09/02,12pm,12-18ft,8.5,WNW,290,13,6,SSW,Cross/Offshore,198,15,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,09/02,6pm,18-26ft,12.0,WNW,296,16,6,WSW,Onshore,251,13,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,10/02,6am,16-24ft,11.0,WNW,297,15,3,SSE,Offshore,161,10,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,10/02,12pm,16-24ft,12.0,WNW,299,15,6,W,Onshore,278,17,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,10/02,6pm,20-30ft,15.0,WNW,300,17,5,NNW,Onshore,329,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,11/02,6am,20-30ft,14.5,WNW,296,16,2,NE,Cross/Offshore,35,10,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,11/02,12pm,20-30ft,15.5,WNW,298,16,7,NW,Onshore,319,16,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,11/02,6pm,20-35ft,16.0,WNW,301,17,5,NW,Onshore,323,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,12/02,6am,20-30ft,14.5,WNW,303,16,1,ENE,Offshore,68,11,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,12/02,12pm,18-28ft,13.0,WNW,304,16,3,SSW,Cross-shore,209,14,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,12/02,6pm,16-24ft,11.5,NW,307,15,4,WNW,Onshore,295,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,13/02,6am,12-18ft,8.0,NW,313,14,3,ESE,Offshore,121,9,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,13/02,12pm,10-16ft,7.0,NW,314,14,6,S,Cross/Offshore,187,15,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,13/02,6pm,9-15ft,6.5,NW,314,13,3,NW,Onshore,314,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,14/02,6am,16-24ft,11.0,NW,306,15,2,E,Offshore,86,8,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,14/02,12pm,14-20ft,9.5,NW,305,14,2,ENE,Offshore,78,18,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,14/02,6pm,12-18ft,8.0,NW,305,13,3,NNW,Onshore,346,11,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,15/02,6am,20-30ft,13.0,WNW,286,19,4,SE,Offshore,130,9,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,15/02,12pm,20-30ft,14.0,WNW,288,17,7,S,Offshore,173,16,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,15/02,6pm,18-28ft,12.5,WNW,287,16,5,WSW,Onshore,254,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,16/02,6am,16-26ft,12.0,WNW,291,15,6,SE,Offshore,135,9,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,16/02,12pm,18-28ft,13.5,WNW,290,15,16,SSW,Cross/Offshore,200,17,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,16/02,6pm,18-28ft,13.5,WNW,289,15,14,SSW,Cross-shore,206,14,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,17/02,6am,20-30ft,15.0,WNW,291,15,9,SSW,Cross-shore,206,13,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,17/02,12pm,25-35ft,16.5,WNW,295,19,18,NNW,Onshore,348,14,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,17/02,6pm,25-35ft,18.0,WNW,298,18,22,N,Onshore,353,11,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,18/02,6am,20-35ft,16.5,WNW,303,17,26,N,Cross/Onshore,1,8,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,18/02,12pm,20-30ft,15.0,NW,306,16,21,N,Onshore,350,13,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,18/02,6pm,18-28ft,13.5,NW,310,15,25,N,Onshore,356,10,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,19/02,6am,14-22ft,10.5,NW,309,14,7,NE,Cross/Offshore,44,5,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,19/02,12pm,12-20ft,9.5,NW,309,13,8,E,Offshore,100,17,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,19/02,6pm,12-20ft,9.0,NW,309,13,8,N,Onshore,349,11,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,20/02,6am,12-18ft,8.0,NW,307,13,4,ESE,Offshore,108,7,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,20/02,12pm,10-16ft,7.0,NW,306,12,4,NNW,Onshore,328,17,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,20/02,6pm,10-16ft,7.5,NW,306,12,12,N,Onshore,349,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,21/02,6am,12-18ft,8.5,WNW,297,13,3,ESE,Offshore,120,9,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,21/02,12pm,12-18ft,8.5,WNW,297,12,12,ESE,Offshore,108,19,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,21/02,6pm,12-18ft,8.5,WNW,301,12,2,N,Onshore,357,14,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,22/02,6am,14-22ft,9.5,NW,309,15,4,SE,Offshore,129,10,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,22/02,12pm,12-20ft,9.0,NW,308,14,5,SE,Offshore,135,21,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,22/02,6pm,14-22ft,9.0,WNW,303,16,6,N,Onshore,359,14,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,23/02,6am,12-20ft,9.0,WNW,298,14,2,E,Offshore,97,10,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,23/02,12pm,14-22ft,9.5,WNW,299,16,10,ESE,Offshore,118,20,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,23/02,6pm,14-22ft,9.5,WNW,300,16,5,N,Onshore,357,14,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,24/02,6am,12-20ft,8.5,WNW,302,14,2,ESE,Offshore,105,10,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,24/02,12pm,12-18ft,8.5,WNW,302,13,5,WNW,Onshore,298,19,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,24/02,6pm,12-18ft,8.0,WNW,302,13,13,NNW,Onshore,339,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,25/02,6am,10-16ft,7.5,WNW,300,12,15,NNW,Onshore,327,11,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,25/02,12pm,10-16ft,7.5,WNW,296,12,14,WNW,Onshore,293,14,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,25/02,6pm,10-16ft,8.0,WNW,297,12,18,NNW,Onshore,343,13,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,26/02,6am,10-16ft,7.5,NW,304,11,23,NNW,Onshore,337,10,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,26/02,12pm,9-15ft,7.0,NW,306,11,18,NNW,Onshore,337,14,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,26/02,6pm,7-11ft,5.0,WNW,287,11,16,NNW,Onshore,339,11,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,27/02,6am,10-18ft,8.0,NW,319,14,3,WNW,Onshore,303,9,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,27/02,12pm,10-16ft,7.5,NW,318,13,9,NW,Onshore,311,16,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,27/02,6pm,10-16ft,7.0,NW,317,12,5,N,Onshore,354,12,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
Nazare,28/02,6am,12-18ft,8.5,NW,313,13,4,NE,Offshore,52,7,Good,"(39.60643329877418, -9.069326904868202)",-9.069326904868202,39.60643329877418
