date,time,range,height,period,wind_mph,wind_kmh,mph,temp,prob,swell_dir,swell_angle,wind,wind_dir,wind_angle
20/02,6pm,1ft,3ft,8s,7,9,mph,27°c,100%,E,100,Cross/Onshore,ESE,116
21/02,6am,1ft,0.8ft,12s,3,4,mph,25°c,100%,S,184,Cross/Onshore,W,261
21/02,12pm,2ft,1.5ft,11s,15,21,mph,26°c,100%,SSW,193,Onshore,SW,230
21/02,6pm,2-3ft,2ft,10s,11,15,mph,24°c,100%,SSW,193,Onshore,SW,232
22/02,6am,2-3ft,2ft,9s,2,3,mph,24°c,100%,S,188,Cross/Onshore,WSW,254
22/02,12pm,3-4ft,3.5ft,9s,4,6,mph,24°c,100%,S,186,Offshore,NNW,342
22/02,6pm,4-7ft,6ft,11s,25,30,mph,23°c,100%,S,185,Onshore,S,179
23/02,6am,5-8ft,7ft,12s,7,8,mph,23°c,100%,S,186,Onshore,SSE,160
23/02,12pm,6-10ft,7.5ft,15s,8,8,mph,24°c,100%,S,186,Onshore,SSE,159
23/02,6pm,6-9ft,7.5ft,14s,9,11,mph,24°c,100%,S,186,Cross/Onshore,ESE,106
24/02,6am,5-8ft,6ft,13s,7,8,mph,21°c,100%,S,185,Offshore,NE,37
24/02,12pm,4-7ft,5.5ft,13s,13,14,mph,25°c,100%,S,183,Cross/Onshore,ESE,110
24/02,6pm,4-6ft,4.5ft,12s,12,15,mph,23°c,100%,S,185,Offshore,NE,43
25/02,6am,3-5ft,3.5ft,11s,6,7,mph,22°c,100%,S,184,Offshore,N,1
25/02,12pm,3-4ft,3ft,10s,7,8,mph,27°c,100%,S,183,Cross-shore,E,97
25/02,6pm,2-4ft,2.5ft,10s,11,13,mph,26°c,100%,S,182,Cross-shore,E,94
26/02,6am,2-3ft,2.5ft,10s,3,4,mph,25°c,100%,S,179,Offshore,NW,316
26/02,12pm,2-3ft,2.5ft,10s,2,5,mph,29°c,100%,S,178,Cross/Offshore,WNW,283
26/02,6pm,2-3ft,1.8ft,10s,8,9,mph,27°c,100%,S,180,Onshore,SSE,153
27/02,6am,2ft,1.7ft,10s,15,20,mph,24°c,100%,S,179,Onshore,WSW,237
27/02,12pm,2-3ft,3ft,6s,11,16,mph,24°c,100%,SSW,201,Onshore,SSW,211
27/02,6pm,3-5ft,4.5ft,8s,11,14,mph,23°c,100%,SSW,193,Onshore,S,184
28/02,6am,3-5ft,4ft,8s,7,10,mph,23°c,100%,S,183,Cross/Onshore,ESE,102
28/02,12pm,3-4ft,4ft,8s,9,13,mph,23°c,100%,S,179,Cross-shore,E,96
